Missing Rate,KNN,MICE,PMIVAE,SAEI,MEAN,LPR0,LPR1,LPR2,LPR3
10.0,0.136425,0.1307375,0.20327499999999998,0.20421250000000002,0.2105625,0.170725,0.1723125,0.1743375,0.1716125
20.0,0.1472625,0.1382625,0.2001375,0.207925,0.20982499999999998,0.1768625,0.177675,0.1766375,0.17704999999999999
40.0,0.1546,0.1552375,0.196425,0.192375,0.20650000000000002,0.1764,0.1768625,0.17601250000000002,0.17775
60.0,0.1665625,0.1861,0.1972625,0.2021625,0.2078125,0.1799,0.1811625,0.182225,0.1804875
