,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr1,sylva_prior,10,0.0783,0.0014
1,lpr1,sylva_prior,20,0.0791,0.0011
2,lpr1,sylva_prior,40,0.0795,0.0008
3,lpr1,sylva_prior,60,0.0791,0.0006
4,lpr1,fri_c4_1000_100,10,0.1451,0.0661
5,lpr1,fri_c4_1000_100,20,0.1714,0.074
6,lpr1,fri_c4_1000_100,40,0.2431,0.068
7,lpr1,fri_c4_1000_100,60,0.2099,0.0353
