mean,knn,mice,pmivae,saei,lpr2
1.2290446181635022,1.2834650812468833,1.2669753937041903,1.1789593260301372,1.2789392876936223,1.2696510397970602
1.1935365033362924,1.2925737426372403,1.2402697998918992,1.1646869016441423,1.1874649866442473,1.2597257915246112
1.1365781035724993,1.1628655035074513,1.1008261813573412,1.1413479699475293,1.0855085047824602,1.1233622580351712
1.3058240429507062,1.327734449117768,1.3307710241034731,1.2622004196651213,1.3240177261049497,1.2856444636515794
1.1926613835901163,1.2115742407169914,1.1920018887017672,1.1689859932388322,1.2307577498233122,1.1706385810960562
0.35478922953625536,0.3485187873405753,0.3525482476700452,0.3522771927668553,0.35452840472194525,0.35491777778564537
0.5631719721762253,0.5609592390960892,0.5649520455018323,0.5609135253148803,0.5614953124968423,0.5632324732237572
0.02502490752384534,0.02088178832451537,0.01663146440125529,0.023878274688905243,0.025823647089575186,0.023486640915825197
0.9571731280516602,0.9478780309592812,0.9519862623297193,0.9525942096273183,0.9556291453341903,0.9532887253293523
1.0815924162483392,1.0748024093510893,1.0745433486064573,1.0784870558893211,1.0766978319697094,1.0750594278317902
1.0971880520102022,1.0971356211477183,1.1055128371749463,1.0866636938256633,1.0697973389726203,1.0974821641466104
1.0862243864426642,1.0726851346490052,1.0914130418601242,1.0593181682531883,1.0884407639041533,1.0883355740950993
1.0962285804480543,1.0838762191348592,1.1019773622370892,1.1189511115172233,1.0831440605012703,1.0963967104311232
1.1100050604258753,1.1057563364294853,1.1180285221853312,1.1047197305486243,1.0727637626533633,1.1020874274684593
1.1079203073058164,1.1013532585496983,1.1088141852168152,1.1205088818703604,1.0987957957039942,1.1148446452871512
1.332037561491206,1.343409887928577,1.3503238722026234,1.3324093253241904,1.2886448737529643,1.3344853503280312
1.3461139854797008,1.3792540607600976,1.3938583482271827,1.3399690873861214,1.3353351363152859,1.3416429702837267
1.2794274338025862,1.3443680049584195,1.365115527670208,1.2755523751528173,1.2318209448043422,1.2857546324530262
1.3224739474315146,1.3738829788121758,1.3866765366963645,1.3223293532787106,1.3208257803323216,1.3262773924448186
1.2433747907818593,1.2500501210599542,1.3021451716123733,1.2655323472370623,1.1698795126128243,1.2623931816005423
1.0349135704113182,1.2830721228218231,1.2594413060923841,1.1301309463512343,0.9981503720685132,1.1891703247283834
0.9692763658298013,1.2667322535407772,1.3177055786386007,1.0219610117107123,0.9039483976625332,1.1459936145986853
1.0456903775964612,1.1953270247826073,1.1798357340834233,1.0838748738533992,1.2083285292988613,1.1513390664089893
1.0073793117221912,1.1780067633446982,1.1186550031740203,1.0758825803381633,1.0757919318788933,1.1082919744127482
1.0500564750627093,1.3021897698806462,1.2624994570093473,1.1175492470048294,0.9861505517144462,1.1894708223846702
1.1620850931085542,1.2825165854187353,1.3344613176757125,1.1494319809738442,1.1942582215095052,1.2113806492953332
1.2481005386755812,1.3503139480845339,1.3715559330328884,1.2178900906246783,1.2496800313772813,1.3204228509549465
1.1790562093139643,1.3114770347412592,1.3442990177894965,1.1693426250705523,1.1584270232642753,1.2468163638271823
1.2482957041248353,1.330404423048734,1.33758280399383,1.2207896175569963,1.2960401437983273,1.2947800410833743
1.2753737304223833,1.34298955304314,1.350578313084171,1.2556200893779583,1.2975004731939372,1.2989786232803433
1.2587118075855592,1.2946092581811983,1.2833019040071603,1.2583549134679732,1.2665904479649912,1.2747016433011182
1.2831334735794813,1.3179665676207928,1.3076762598527942,1.2817199342720142,1.2958223739811663,1.3090723494076664
1.2651333188301783,1.3160426131370893,1.3107196427017982,1.2636312740275353,1.2777582663968092,1.2916694226446483
1.2652407302957862,1.3210979106154905,1.2865678112038264,1.2640329612889252,1.2674731329528333,1.2886778988720062
1.2963667121627782,1.3084321331493072,1.3203836221426086,1.2949882747571964,1.2888061496393282,1.3243894890858845
1.2930751086996153,1.3345386083720525,1.3184062864342732,1.332797177308018,1.3075979621822462,1.3135041755387682
1.2782078592979302,1.3158305137672552,1.2998752247388872,1.3083674426811314,1.2913288257835782,1.2868221797162493
1.3007372327819342,1.325523801079414,1.3244681376507652,1.3314327950101783,1.2968090278476643,1.3013533876024852
1.2906229190365512,1.3247616446203128,1.3295495891392721,1.3186576291128023,1.2989240536818232,1.2978403823367053
1.3072085569114273,1.3439139426206155,1.2685072126477333,1.337656989541554,1.2955767979501263,1.3124753587897182
1.2329471989521832,1.3124838875277052,1.3395665553631593,1.2695712682670972,1.2568159603483402,1.2581308901927002
1.2357554960115242,1.2891892123811783,1.2627156673601252,1.2941043031218393,1.2648427902682622,1.2359731153567264
1.2759389180826293,1.3105086357774072,1.3198692437820239,1.3377781613938107,1.2732270850335572,1.2922001590581962
1.2722195390540132,1.3330838263094622,1.316147388621963,1.2824124604258833,1.2308195312803953,1.2741230645392723
1.2060424853171232,1.2267749462632083,1.2367499610214392,1.2636045896327373,1.2408774001834633,1.2104205990698902
1.2251052635752293,1.3387111509788874,1.3916872014321517,1.2225108681029302,1.2966247716117651,1.2732676778268823
1.2292612654604151,1.3462559919730268,1.3869792364671791,1.2266985527175454,1.2790524771148983,1.2865097131982552
1.2351342315938583,1.347879654123208,1.391396123392667,1.2326757984590242,1.3158972496752348,1.2897077101753893
1.2591960634778792,1.365510148657726,1.39585242312645,1.2558531017354753,1.2712630857600742,1.3121381171857853
1.2383639286164883,1.3403179134633372,1.389619994042315,1.2354412272854254,1.2703930328330353,1.2897031107461143
