mean,knn,mice,pmivae,saei,lpr2
0.5901630825271015,0.6276978213943735,0.6357970083505904,0.5293501438676764,0.5968687352855144,0.6441506160151195
0.5375991459923004,0.6100772323388155,0.5879871265391865,0.5189237235854074,0.5261054081477204,0.6067927910591935
0.5034020167757474,0.4843915901044654,0.4670282838842824,0.5154115526564935,0.4962975847745074,0.5283853097851174
0.6443994470402694,0.6577721756721044,0.6946318717618134,0.6077316994255684,0.5998998533305695,0.6733417372906184
0.5288015001814135,0.5213123131042204,0.5456383133541074,0.5184131835596424,0.5339907654927935,0.5127246613632365
0.5833911259671114,0.5983823986175044,0.6268530721165945,0.5962426398383555,0.6695556750908924,0.7040472437206643
0.6491190939117975,0.5598101885320724,0.6048203321438055,0.5852968316700214,0.41264689546873745,0.5921635149337254
0.5412338183655244,0.5561110836862535,0.6437725930214864,0.5595100108675535,0.6006340643339885,0.6309184466469784
0.6375970248275434,0.6243712047601444,0.7091166226394696,0.6392749479967385,0.6616593995413085,0.6237598920483465
0.6768826734082884,0.6443662611592055,0.6846719370373004,0.5729271286217664,0.5576025785402035,0.5820834660425934
0.6367975762362035,0.5990427596647434,0.6284534524334054,0.5839492447652834,0.6337974904766625,0.5873977262496765
0.6303534444803605,0.6372867281572805,0.5707586789388495,0.5400885101842794,0.6572431682625515,0.5914088760460694
0.5010117710807555,0.5221687305914564,0.5607193835923674,0.6068522700481914,0.4131647983925094,0.5733308185880615
0.6742841727889184,0.6508638204468274,0.6404815556372975,0.6780900731956774,0.6788029106283544,0.6910503622417757
0.6494246323293494,0.6170499461453565,0.6391946769091754,0.6468886420250064,0.6559000631612034,0.6037128710368265
0.5741611277790875,0.5673641120046274,0.6153260635892465,0.5259386277070175,0.6806655345680674,0.6326629839488485
0.5654602763748174,0.5975589765699164,0.6301662437577664,0.5239869426666744,0.6271625860610535,0.6045522822417354
0.5728794503700674,0.5976870425526725,0.6257398095399475,0.6013780063432624,0.6297687684833604,0.5198093159351214
0.5977241795742414,0.6464939116750504,0.6036901215457594,0.5949836194287275,0.5967584943738005,0.6436395991101074
0.6075521086446234,0.6263350997789774,0.6281136267831915,0.5846859003510354,0.6769165112403004,0.5925326434285895
0.19670045761714539,0.18836839590135745,0.1844212713235145,0.19368166843166945,0.19648240725120347,0.1965059394019164
0.3135568483702764,0.30933723540723845,0.31594282611015345,0.31115887906693546,0.30567296855415443,0.31356876923871446
0.030867484602559392,0.0260539396806434,0.017949493594625388,0.0264469863087734,0.023826486845419437,0.028880339758166396
0.49575495074144343,0.49007311518330443,0.46103600697462443,0.49090490294740546,0.49515488716668543,0.49273971354292945
0.5427173186410255,0.5362282582681974,0.5378420709364815,0.5391752328907955,0.5377898218366715,0.5338209713255504
0.7018969140072763,0.43779636854066745,0.6436575924636114,0.7002036095856768,0.6796083539597344,0.6548260883714594
0.6797367764587534,0.6599395268219924,0.6637965549721645,0.6939458393449552,0.5636175832409505,0.5548953009707425
0.6591913228970955,0.6565996605484865,0.33259607037369543,0.48476178042029544,0.5240181412584675,0.18891212765508847
0.5894971194636645,0.6199064995001314,0.5270446826457784,0.6382597881727574,0.4313095302605454,0.4512103162801234
0.6766889324371514,0.6494080831939244,0.5194195507048505,0.6688940682169795,0.6402530664324825,0.6667856177134784
0.47698464353699643,0.5747147981266204,0.6758470237516074,0.5277868993771595,0.5599326693353435,0.5831697699983045
0.6828641276951875,0.5343504721397974,0.6787645586320694,0.5743705886546844,0.6603636342392895,0.6748377699942755
0.5433284595407295,0.1731053502600094,0.6048105657799244,0.6640614970814634,0.46225469327608043,0.46417137720515944
0.5942112761763314,0.6305871933445004,0.46326404751043043,0.5080584734189124,0.6256836694817334,0.6188497457822945
0.5546879268714274,0.6593842560346125,0.5970533090235645,0.5418580668809214,0.49216988970827347,0.6539680159765414
0.42170760512726646,0.45031109780950546,0.5420276928775934,0.5567684850152474,0.5618874067102344,0.5442031063222035
0.45553944272588043,0.5768571927896654,0.5791695021218765,0.5771034485412714,0.5689351972051464,0.5754405286901234
0.3431178432616224,0.3515932832625264,0.31557768370820344,0.3475379819257404,0.17920953690303143,0.33137693178444744
0.1377321339336225,0.13421278344610843,0.13100527411065144,0.1565829279707034,0.15815830904551842,0.14495376203362842
0.5239305285615304,0.5098068571055565,0.46376861113153445,0.5254418340251024,0.5454167239943855,0.5073629501493435
0.47244951224989246,0.46776982731406647,0.48139108872947944,0.46838331241926745,0.43345759858573346,0.47629098840563844
0.46119967888974644,0.45303152902059246,0.46523401216496546,0.42665906392150343,0.4287254217004484,0.46113795675092845
0.47160147754342346,0.4579807626226484,0.47618230300026243,0.47411153571664444,0.4345751140661974,0.47143722955094747
0.48194329645955847,0.4747751028588814,0.4895561376553874,0.48936745363826645,0.4412074381991604,0.4830064820872114
0.48039398448592646,0.4690718306871484,0.48420172506303644,0.49248021314176943,0.46238909052011845,0.48803075722092043
0.45538431817042246,0.5107833367921985,0.49946675290704745,0.48301882509315647,0.44828323174575047,0.47871390511209844
0.48484777109811644,0.49872486678428346,0.5031542987118964,0.45254163246524043,0.47140596217406044,0.4622139477872134
0.49639774833983846,0.48994388307266845,0.5081931414972425,0.45122941122551946,0.43600509037264745,0.4813222595830364
0.45905976161481343,0.47897940662722643,0.5402486296215304,0.4297595451423614,0.4659792246481234,0.5030360921361774
0.4952426005723544,0.4552112178674824,0.4868424087738034,0.4848079001311014,0.4406697605792054,0.5438261219075474
0.4684816143469304,0.4626793052341954,0.4670981629536504,0.4662225756616594,0.46390551354964643,0.45975962873386245
0.47767541529528645,0.47339973303921246,0.47833606649171345,0.47021843016682646,0.47262741001613345,0.47298358308518945
0.4732463357190244,0.4637176779852714,0.47577853133732145,0.48645986933161045,0.4663704930551044,0.47828240172564146
0.47425538019578345,0.4687234812883134,0.47514589060479345,0.48381268225843743,0.46374000776212443,0.47560942563758346
0.46819432995110144,0.46120040432045845,0.47532899065160544,0.48202693778823347,0.47666785898809044,0.48208428825823546
0.3833956249642214,0.36956114399165446,0.3868981365087074,0.31634101944192144,0.47375654525123545,0.3762632968411244
0.3910551466497704,0.38472286072263046,0.3929684979989214,0.33736822847961745,0.4288588358320554,0.38475919209370846
0.3928261590081694,0.3899759839252314,0.40250495659668445,0.33316858100202446,0.46084093495859546,0.38491943395178846
0.38899066329249044,0.37731246516923744,0.39628422976790945,0.32831812386489445,0.43709758609692045,0.3803065906907924
0.39152947745295247,0.39041408492188445,0.39191404631957144,0.3395921176588884,0.4571289521298674,0.37601861821819843
0.7020087499806555,0.7062495019968897,0.7185622127026925,0.6998468391336987,0.7049539887705063,0.7040017733755289
0.7130643903385052,0.7440613818280868,0.7653303468760252,0.7107595389772988,0.7260717476937711,0.7098644116662762
0.6581387150637664,0.7182229482602971,0.7299788783041647,0.6569950702944785,0.6558687802515815,0.6636186234304354
0.6999860143600017,0.7508116797145804,0.7576045418366328,0.700198849919772,0.700197009556731,0.7053900299894702
0.6302562088234375,0.6276112489434994,0.6714349993397495,0.6525366923446674,0.5543170227066545,0.6482697186444044
0.6018384281717054,0.7502448914826167,0.6456511129247835,0.6556789921639045,0.6369887431213634,0.6337498654875104
0.6532645058847355,0.6728345474419795,0.6761923339660425,0.6513622866387174,0.694841575900486,0.701500311026242
0.7044537220832549,0.715950598064277,0.6991132875423614,0.7051097264592867,0.6343433219425124,0.713929764271947
0.6243307077673534,0.6506746979847184,0.6611072126633275,0.6941687192470143,0.5234330652380255,0.7162696206055595
0.6952192075797686,0.6567527100056665,0.6792955998513974,0.6938298449683793,0.6854925285384914,0.6909815063553215
0.6878006950659464,0.6762266342225044,0.6793782550650964,0.6872101239814674,0.6715840829717954,0.7000098438740079
0.6569814112355025,0.6903809165743794,0.6757186431242814,0.6520165850693355,0.6509125951494564,0.6882895415830155
0.6742936189173654,0.6212298362842774,0.6824552988843944,0.6983371760736834,0.6720071130754465,0.6630602935456344
0.6812589490522605,0.6769243403497804,0.6695324226633105,0.6821893112415325,0.6610390619023565,0.6830167511475674
0.6452560375815795,0.6523786791163985,0.6559829933547965,0.6686614008986475,0.6536270252525734,0.6706500382489694
0.6245602318785535,0.6251220408489695,0.6452303096721794,0.6138192650330845,0.6106936450712674,0.6186030067187385
0.6087312798616045,0.6235362628491175,0.6392307111113564,0.6160819444465074,0.6340924454380444,0.6136197316473855
0.6328163703717584,0.6401660177602945,0.6585652427289944,0.6216398873428515,0.6377278215279845,0.6213823654150015
0.6124984045925664,0.6255344910170515,0.6527208911380354,0.6204140182197344,0.6487873796156045,0.6207091958842474
0.6102948419999494,0.6131720314710575,0.6298164047304544,0.6092954464519894,0.5947427751474644,0.6036382741146115
0.41838868645455646,0.6440136937782155,0.6140288698272615,0.5094682392327605,0.48134183483377246,0.5746264470377714
0.3780971636284554,0.6070844008489225,0.6153168882393154,0.4617914715559934,0.3296268751018984,0.4942112293225334
0.4242258964935494,0.5552460170105384,0.5770740016693954,0.46181518022461543,0.35243090523911746,0.5045272464204125
0.37760472300761144,0.5579934917580134,0.4849642174192764,0.44603389579841746,0.5371663723515994,0.48956074201195243
0.4247319779552464,0.5924177341822554,0.5645238507767214,0.49936722913175047,0.42776346377402646,0.5291216086887894
