,dataset,missing_rate,accuracy,recall,precision
0,sylva_prior,10,0.9694,0.516,0.9796
1,sylva_prior,20,0.9591,0.3443,0.98
2,sylva_prior,40,0.9503,0.2021,0.9632
3,sylva_prior,60,0.9411,0.0475,0.7424
4,fri_c4_1000_100,10,0.811,0.8794,0.8056
5,fri_c4_1000_100,20,0.724,0.8103,0.7314
6,fri_c4_1000_100,40,0.617,0.7573,0.6376
7,fri_c4_1000_100,60,0.552,0.5548,0.6282
