,dataset,missing_rate,accuracy,recall,precision
0,sylva_prior,10,0.9803,0.7021,0.9693
1,sylva_prior,20,0.9735,0.588,0.9711
2,sylva_prior,40,0.9578,0.3285,0.9603
3,sylva_prior,60,0.9461,0.1265,0.9818
4,fri_c4_1000_100,10,0.769,0.8617,0.7626
5,fri_c4_1000_100,20,0.742,0.9079,0.7157
6,fri_c4_1000_100,40,0.676,0.8243,0.6913
7,fri_c4_1000_100,60,0.58,0.8033,0.5979
