Model,Dataset,Missing Rate (%),Métrica,Teste,Mecanismo
lpr0,indian_liver,60,MAE,0.0926155155333847,MAR-MEDIAN
lpr0,indian_liver,60,MAE,0.110138461930526,MAR-MEDIAN
lpr0,indian_liver,60,MAE,0.097453824392412,MAR-MEDIAN
lpr0,indian_liver,60,MAE,0.151568826977665,MAR-MEDIAN
lpr0,indian_liver,60,MAE,0.125658674618779,MAR-MEDIAN
lpr0,parkinsons,10,MAE,0.10964991624137,MAR-MEDIAN
lpr0,parkinsons,10,MAE,0.083565886842719,MAR-MEDIAN
lpr0,parkinsons,10,MAE,0.129630083534356,MAR-MEDIAN
lpr0,parkinsons,10,MAE,0.104423409282317,MAR-MEDIAN
lpr0,parkinsons,10,MAE,0.0977354308279748,MAR-MEDIAN
lpr0,parkinsons,20,MAE,0.095366357744708,MAR-MEDIAN
lpr0,parkinsons,20,MAE,0.11098898245218,MAR-MEDIAN
lpr0,parkinsons,20,MAE,0.117231232177839,MAR-MEDIAN
lpr0,parkinsons,20,MAE,0.104111272515221,MAR-MEDIAN
lpr0,parkinsons,20,MAE,0.103256822780312,MAR-MEDIAN
lpr0,parkinsons,40,MAE,0.146393142482465,MAR-MEDIAN
lpr0,parkinsons,40,MAE,0.107461296887664,MAR-MEDIAN
lpr0,parkinsons,40,MAE,0.12453501997832,MAR-MEDIAN
lpr0,parkinsons,40,MAE,0.116060844031307,MAR-MEDIAN
lpr0,parkinsons,40,MAE,0.108541556321184,MAR-MEDIAN
lpr0,parkinsons,60,MAE,0.124792842819967,MAR-MEDIAN
lpr0,parkinsons,60,MAE,0.122694663200376,MAR-MEDIAN
lpr0,parkinsons,60,MAE,0.131132600298269,MAR-MEDIAN
lpr0,parkinsons,60,MAE,0.0955701316127693,MAR-MEDIAN
lpr0,parkinsons,60,MAE,0.159842203520371,MAR-MEDIAN
lpr0,mammographic_masses,10,MAE,0.184461479601015,MAR-MEDIAN
lpr0,mammographic_masses,10,MAE,0.169463794254609,MAR-MEDIAN
lpr0,mammographic_masses,10,MAE,0.258921263289877,MAR-MEDIAN
lpr0,mammographic_masses,10,MAE,0.176580831222677,MAR-MEDIAN
lpr0,mammographic_masses,10,MAE,0.1912964322074,MAR-MEDIAN
lpr0,mammographic_masses,20,MAE,0.253364299733325,MAR-MEDIAN
lpr0,mammographic_masses,20,MAE,0.127641904041721,MAR-MEDIAN
lpr0,mammographic_masses,20,MAE,0.264500865894351,MAR-MEDIAN
lpr0,mammographic_masses,20,MAE,0.235231487938614,MAR-MEDIAN
lpr0,mammographic_masses,20,MAE,0.242008050144395,MAR-MEDIAN
lpr0,mammographic_masses,40,MAE,0.197095697403668,MAR-MEDIAN
lpr0,mammographic_masses,40,MAE,0.161485817283355,MAR-MEDIAN
lpr0,mammographic_masses,40,MAE,0.204985352250247,MAR-MEDIAN
lpr0,mammographic_masses,40,MAE,0.150099818211648,MAR-MEDIAN
lpr0,mammographic_masses,40,MAE,0.234454719723384,MAR-MEDIAN
lpr0,mammographic_masses,60,MAE,0.199178801824163,MAR-MEDIAN
lpr0,mammographic_masses,60,MAE,0.21431487630112,MAR-MEDIAN
lpr0,mammographic_masses,60,MAE,0.198058623107151,MAR-MEDIAN
lpr0,mammographic_masses,60,MAE,0.150235787571373,MAR-MEDIAN
lpr0,mammographic_masses,60,MAE,0.261918428020698,MAR-MEDIAN
lpr0,hcv_egyptian,10,MAE,0.279619672383299,MAR-MEDIAN
lpr0,hcv_egyptian,10,MAE,0.295721338664563,MAR-MEDIAN
lpr0,hcv_egyptian,10,MAE,0.272420345740124,MAR-MEDIAN
lpr0,hcv_egyptian,10,MAE,0.314070401413813,MAR-MEDIAN
lpr0,hcv_egyptian,10,MAE,0.32420139761994,MAR-MEDIAN
lpr0,hcv_egyptian,20,MAE,0.339238699516375,MAR-MEDIAN
lpr0,hcv_egyptian,20,MAE,0.331554770905363,MAR-MEDIAN
lpr0,hcv_egyptian,20,MAE,0.331767490334775,MAR-MEDIAN
lpr0,hcv_egyptian,20,MAE,0.302380628258197,MAR-MEDIAN
lpr0,hcv_egyptian,20,MAE,0.306126703571062,MAR-MEDIAN
lpr0,hcv_egyptian,40,MAE,0.350547179411713,MAR-MEDIAN
lpr0,hcv_egyptian,40,MAE,0.351562189396761,MAR-MEDIAN
lpr0,hcv_egyptian,40,MAE,0.336796968011017,MAR-MEDIAN
lpr0,hcv_egyptian,40,MAE,0.349935757045878,MAR-MEDIAN
lpr0,hcv_egyptian,40,MAE,0.314248706555301,MAR-MEDIAN
lpr0,hcv_egyptian,60,MAE,0.322992083734828,MAR-MEDIAN
lpr0,hcv_egyptian,60,MAE,0.303620462590417,MAR-MEDIAN
lpr0,hcv_egyptian,60,MAE,0.3495377566246,MAR-MEDIAN
lpr0,hcv_egyptian,60,MAE,0.331285134975849,MAR-MEDIAN
lpr0,hcv_egyptian,60,MAE,0.282330660412186,MAR-MEDIAN
lpr0,thoracic_surgey,10,MAE,0.151040062301213,MAR-MEDIAN
lpr0,thoracic_surgey,10,MAE,0.139519218963965,MAR-MEDIAN
lpr0,thoracic_surgey,10,MAE,0.0991770145317689,MAR-MEDIAN
lpr0,thoracic_surgey,10,MAE,0.13930874306671,MAR-MEDIAN
lpr0,thoracic_surgey,10,MAE,0.133247995082373,MAR-MEDIAN
lpr0,thoracic_surgey,20,MAE,0.138620975205728,MAR-MEDIAN
lpr0,thoracic_surgey,20,MAE,0.107871896222365,MAR-MEDIAN
lpr0,thoracic_surgey,20,MAE,0.146235723805156,MAR-MEDIAN
lpr0,thoracic_surgey,20,MAE,0.161398925842308,MAR-MEDIAN
lpr0,thoracic_surgey,20,MAE,0.134652499241342,MAR-MEDIAN
lpr0,thoracic_surgey,40,MAE,0.103065794303996,MAR-MEDIAN
lpr0,thoracic_surgey,40,MAE,0.173137838033945,MAR-MEDIAN
lpr0,thoracic_surgey,40,MAE,0.159876135580293,MAR-MEDIAN
lpr0,thoracic_surgey,40,MAE,0.150442748240339,MAR-MEDIAN
lpr0,thoracic_surgey,40,MAE,0.111533224988949,MAR-MEDIAN
lpr0,thoracic_surgey,60,MAE,0.167675697505854,MAR-MEDIAN
lpr0,thoracic_surgey,60,MAE,0.12361569497782,MAR-MEDIAN
lpr0,thoracic_surgey,60,MAE,0.110229987981861,MAR-MEDIAN
lpr0,thoracic_surgey,60,MAE,0.148830946974827,MAR-MEDIAN
lpr0,thoracic_surgey,60,MAE,0.133280376348345,MAR-MEDIAN
lpr1,wiscosin,10,MAE,0.104922866419016,MAR-MEDIAN
lpr1,wiscosin,10,MAE,0.0893230760629013,MAR-MEDIAN
lpr1,wiscosin,10,MAE,0.105249715887624,MAR-MEDIAN
lpr1,wiscosin,10,MAE,0.0685016984993306,MAR-MEDIAN
lpr1,wiscosin,10,MAE,0.0928379755011332,MAR-MEDIAN
lpr1,wiscosin,20,MAE,0.0825211026543956,MAR-MEDIAN
lpr1,wiscosin,20,MAE,0.0727646273869846,MAR-MEDIAN
lpr1,wiscosin,20,MAE,0.0885092815229987,MAR-MEDIAN
lpr1,wiscosin,20,MAE,0.0834517349551263,MAR-MEDIAN
lpr1,wiscosin,20,MAE,0.0708322305123737,MAR-MEDIAN
lpr1,wiscosin,40,MAE,0.0976201028763024,MAR-MEDIAN
lpr1,wiscosin,40,MAE,0.0905308741859383,MAR-MEDIAN
lpr1,wiscosin,40,MAE,0.091701346051003,MAR-MEDIAN
lpr1,wiscosin,40,MAE,0.0732216538131789,MAR-MEDIAN
lpr1,wiscosin,40,MAE,0.0751141227933653,MAR-MEDIAN
lpr1,wiscosin,60,MAE,0.105255810454279,MAR-MEDIAN
lpr1,wiscosin,60,MAE,0.0923542328112809,MAR-MEDIAN
lpr1,wiscosin,60,MAE,0.0924216188041291,MAR-MEDIAN
lpr1,wiscosin,60,MAE,0.0951068420242261,MAR-MEDIAN
lpr1,wiscosin,60,MAE,0.0959797929038309,MAR-MEDIAN
lpr1,pima_diabetes,10,MAE,0.108572427787897,MAR-MEDIAN
lpr1,pima_diabetes,10,MAE,0.0992525605292114,MAR-MEDIAN
lpr1,pima_diabetes,10,MAE,0.0943942993236631,MAR-MEDIAN
lpr1,pima_diabetes,10,MAE,0.134948792236776,MAR-MEDIAN
lpr1,pima_diabetes,10,MAE,0.116097006611347,MAR-MEDIAN
lpr1,pima_diabetes,20,MAE,0.131524715719021,MAR-MEDIAN
lpr1,pima_diabetes,20,MAE,0.0924631201346821,MAR-MEDIAN
lpr1,pima_diabetes,20,MAE,0.112374524692879,MAR-MEDIAN
lpr1,pima_diabetes,20,MAE,0.154046381606147,MAR-MEDIAN
lpr1,pima_diabetes,20,MAE,0.111451694831475,MAR-MEDIAN
lpr1,pima_diabetes,40,MAE,0.109514733288108,MAR-MEDIAN
lpr1,pima_diabetes,40,MAE,0.104819849304019,MAR-MEDIAN
lpr1,pima_diabetes,40,MAE,0.109829803902617,MAR-MEDIAN
lpr1,pima_diabetes,40,MAE,0.136854210978465,MAR-MEDIAN
lpr1,pima_diabetes,40,MAE,0.107698240607468,MAR-MEDIAN
lpr1,pima_diabetes,60,MAE,0.132823418950847,MAR-MEDIAN
lpr1,pima_diabetes,60,MAE,0.102027566076323,MAR-MEDIAN
lpr1,pima_diabetes,60,MAE,0.120508181700019,MAR-MEDIAN
lpr1,pima_diabetes,60,MAE,0.126281362565904,MAR-MEDIAN
lpr1,pima_diabetes,60,MAE,0.116084242595014,MAR-MEDIAN
lpr1,bc_coimbra,10,MAE,0.103813663346595,MAR-MEDIAN
lpr1,bc_coimbra,10,MAE,0.230394503038025,MAR-MEDIAN
lpr1,bc_coimbra,10,MAE,0.289595491453875,MAR-MEDIAN
lpr1,bc_coimbra,10,MAE,0.135356188244948,MAR-MEDIAN
lpr1,bc_coimbra,10,MAE,0.149674222615667,MAR-MEDIAN
lpr1,bc_coimbra,20,MAE,0.110365462030938,MAR-MEDIAN
lpr1,bc_coimbra,20,MAE,0.192728460369731,MAR-MEDIAN
lpr1,bc_coimbra,20,MAE,0.249780003294108,MAR-MEDIAN
lpr1,bc_coimbra,20,MAE,0.101299538757183,MAR-MEDIAN
lpr1,bc_coimbra,20,MAE,0.126193315573563,MAR-MEDIAN
lpr1,bc_coimbra,40,MAE,0.133188794767423,MAR-MEDIAN
lpr1,bc_coimbra,40,MAE,0.148888905338943,MAR-MEDIAN
lpr1,bc_coimbra,40,MAE,0.221564989616114,MAR-MEDIAN
lpr1,bc_coimbra,40,MAE,0.142319711024411,MAR-MEDIAN
lpr1,bc_coimbra,40,MAE,0.190367105792278,MAR-MEDIAN
lpr1,bc_coimbra,60,MAE,0.0875119798808087,MAR-MEDIAN
lpr1,bc_coimbra,60,MAE,0.13984853769534,MAR-MEDIAN
lpr1,bc_coimbra,60,MAE,0.254002239241151,MAR-MEDIAN
lpr1,bc_coimbra,60,MAE,0.127130562182196,MAR-MEDIAN
lpr1,bc_coimbra,60,MAE,0.142001429262583,MAR-MEDIAN
lpr1,indian_liver,10,MAE,0.0919527192296012,MAR-MEDIAN
lpr1,indian_liver,10,MAE,0.116697852910385,MAR-MEDIAN
lpr1,indian_liver,10,MAE,0.102521241651263,MAR-MEDIAN
lpr1,indian_liver,10,MAE,0.153143641347359,MAR-MEDIAN
lpr1,indian_liver,10,MAE,0.172890968729098,MAR-MEDIAN
lpr1,indian_liver,20,MAE,0.157294725822675,MAR-MEDIAN
lpr1,indian_liver,20,MAE,0.0964087537266854,MAR-MEDIAN
lpr1,indian_liver,20,MAE,0.128637295021116,MAR-MEDIAN
lpr1,indian_liver,20,MAE,0.168634235313415,MAR-MEDIAN
lpr1,indian_liver,20,MAE,0.108092466643779,MAR-MEDIAN
lpr1,indian_liver,40,MAE,0.136800838925679,MAR-MEDIAN
lpr1,indian_liver,40,MAE,0.115380475482438,MAR-MEDIAN
lpr1,indian_liver,40,MAE,0.135476737104121,MAR-MEDIAN
lpr1,indian_liver,40,MAE,0.148477657143558,MAR-MEDIAN
lpr1,indian_liver,40,MAE,0.0925825391795248,MAR-MEDIAN
lpr1,indian_liver,60,MAE,0.130981827393369,MAR-MEDIAN
lpr1,indian_liver,60,MAE,0.134380936493666,MAR-MEDIAN
lpr1,indian_liver,60,MAE,0.0617398393327694,MAR-MEDIAN
lpr1,indian_liver,60,MAE,0.149627926356323,MAR-MEDIAN
lpr1,indian_liver,60,MAE,0.091142096374495,MAR-MEDIAN
lpr1,parkinsons,10,MAE,0.148928975861696,MAR-MEDIAN
lpr1,parkinsons,10,MAE,0.0692752636875386,MAR-MEDIAN
lpr1,parkinsons,10,MAE,0.140008201093807,MAR-MEDIAN
lpr1,parkinsons,10,MAE,0.0923967991685101,MAR-MEDIAN
lpr1,parkinsons,10,MAE,0.12066637011791,MAR-MEDIAN
lpr1,parkinsons,20,MAE,0.11416442223698,MAR-MEDIAN
lpr1,parkinsons,20,MAE,0.0939659917096643,MAR-MEDIAN
lpr1,parkinsons,20,MAE,0.111243055529177,MAR-MEDIAN
lpr1,parkinsons,20,MAE,0.100364009739712,MAR-MEDIAN
lpr1,parkinsons,20,MAE,0.116415026140226,MAR-MEDIAN
lpr1,parkinsons,40,MAE,0.119647649158571,MAR-MEDIAN
lpr1,parkinsons,40,MAE,0.0900923880037006,MAR-MEDIAN
lpr1,parkinsons,40,MAE,0.128870546962434,MAR-MEDIAN
lpr1,parkinsons,40,MAE,0.0840598975372231,MAR-MEDIAN
lpr1,parkinsons,40,MAE,0.101057332500342,MAR-MEDIAN
lpr1,parkinsons,60,MAE,0.128820807436211,MAR-MEDIAN
lpr1,parkinsons,60,MAE,0.0873947940195171,MAR-MEDIAN
lpr1,parkinsons,60,MAE,0.15240159519702,MAR-MEDIAN
lpr1,parkinsons,60,MAE,0.105107911344702,MAR-MEDIAN
lpr1,parkinsons,60,MAE,0.165170326582691,MAR-MEDIAN
lpr1,mammographic_masses,10,MAE,0.181580165991435,MAR-MEDIAN
lpr1,mammographic_masses,10,MAE,0.188802851448182,MAR-MEDIAN
lpr1,mammographic_masses,10,MAE,0.258398062480184,MAR-MEDIAN
lpr1,mammographic_masses,10,MAE,0.186960072807494,MAR-MEDIAN
lpr1,mammographic_masses,10,MAE,0.24511096844691,MAR-MEDIAN
lpr1,mammographic_masses,20,MAE,0.209133015792545,MAR-MEDIAN
lpr1,mammographic_masses,20,MAE,0.190811843873065,MAR-MEDIAN
lpr1,mammographic_masses,20,MAE,0.217808583431425,MAR-MEDIAN
lpr1,mammographic_masses,20,MAE,0.184365117679656,MAR-MEDIAN
lpr1,mammographic_masses,20,MAE,0.180701843995895,MAR-MEDIAN
lpr1,mammographic_masses,40,MAE,0.23390066980143,MAR-MEDIAN
lpr1,mammographic_masses,40,MAE,0.2066779872204,MAR-MEDIAN
lpr1,mammographic_masses,40,MAE,0.253097665839573,MAR-MEDIAN
lpr1,mammographic_masses,40,MAE,0.256543605793351,MAR-MEDIAN
lpr1,mammographic_masses,40,MAE,0.195182193379843,MAR-MEDIAN
lpr1,mammographic_masses,60,MAE,0.240964899433184,MAR-MEDIAN
lpr1,mammographic_masses,60,MAE,0.211721066564082,MAR-MEDIAN
lpr1,mammographic_masses,60,MAE,0.169610607751363,MAR-MEDIAN
lpr1,mammographic_masses,60,MAE,0.258617045741214,MAR-MEDIAN
lpr1,mammographic_masses,60,MAE,0.242217062633456,MAR-MEDIAN
lpr1,hcv_egyptian,10,MAE,0.296245715824283,MAR-MEDIAN
lpr1,hcv_egyptian,10,MAE,0.292904025300959,MAR-MEDIAN
lpr1,hcv_egyptian,10,MAE,0.349132114806209,MAR-MEDIAN
lpr1,hcv_egyptian,10,MAE,0.308942370098423,MAR-MEDIAN
lpr1,hcv_egyptian,10,MAE,0.345585926052497,MAR-MEDIAN
lpr1,hcv_egyptian,20,MAE,0.350320663664676,MAR-MEDIAN
lpr1,hcv_egyptian,20,MAE,0.301344559450028,MAR-MEDIAN
lpr1,hcv_egyptian,20,MAE,0.354463709664473,MAR-MEDIAN
lpr1,hcv_egyptian,20,MAE,0.339233780962454,MAR-MEDIAN
lpr1,hcv_egyptian,20,MAE,0.345803162353758,MAR-MEDIAN
lpr1,hcv_egyptian,40,MAE,0.340735439141743,MAR-MEDIAN
lpr1,hcv_egyptian,40,MAE,0.363061265605509,MAR-MEDIAN
lpr1,hcv_egyptian,40,MAE,0.302422173044381,MAR-MEDIAN
lpr1,hcv_egyptian,40,MAE,0.309439477167246,MAR-MEDIAN
lpr1,hcv_egyptian,40,MAE,0.355848817359723,MAR-MEDIAN
lpr1,hcv_egyptian,60,MAE,0.368434687206575,MAR-MEDIAN
lpr1,hcv_egyptian,60,MAE,0.327068792364863,MAR-MEDIAN
lpr1,hcv_egyptian,60,MAE,0.3635528961476,MAR-MEDIAN
lpr1,hcv_egyptian,60,MAE,0.330401522516259,MAR-MEDIAN
lpr1,hcv_egyptian,60,MAE,0.299231481844678,MAR-MEDIAN
lpr1,thoracic_surgey,10,MAE,0.0973324898699174,MAR-MEDIAN
lpr1,thoracic_surgey,10,MAE,0.0976609927238708,MAR-MEDIAN
lpr1,thoracic_surgey,10,MAE,0.109424169255236,MAR-MEDIAN
lpr1,thoracic_surgey,10,MAE,0.162349554896315,MAR-MEDIAN
lpr1,thoracic_surgey,10,MAE,0.116269767167331,MAR-MEDIAN
lpr1,thoracic_surgey,20,MAE,0.164936436949778,MAR-MEDIAN
lpr1,thoracic_surgey,20,MAE,0.141559308910839,MAR-MEDIAN
lpr1,thoracic_surgey,20,MAE,0.114778353259394,MAR-MEDIAN
lpr1,thoracic_surgey,20,MAE,0.131068881395111,MAR-MEDIAN
lpr1,thoracic_surgey,20,MAE,0.147229183706136,MAR-MEDIAN
lpr1,thoracic_surgey,40,MAE,0.153258628156769,MAR-MEDIAN
lpr1,thoracic_surgey,40,MAE,0.164160280383767,MAR-MEDIAN
lpr1,thoracic_surgey,40,MAE,0.124524136826249,MAR-MEDIAN
lpr1,thoracic_surgey,40,MAE,0.115012453634694,MAR-MEDIAN
lpr1,thoracic_surgey,40,MAE,0.149229906545424,MAR-MEDIAN
lpr1,thoracic_surgey,60,MAE,0.143857484509842,MAR-MEDIAN
lpr1,thoracic_surgey,60,MAE,0.133735504106294,MAR-MEDIAN
lpr1,thoracic_surgey,60,MAE,0.125920451326633,MAR-MEDIAN
lpr1,thoracic_surgey,60,MAE,0.110615355096114,MAR-MEDIAN
lpr1,thoracic_surgey,60,MAE,0.154677023641761,MAR-MEDIAN
lpr2,wiscosin,10,MAE,0.118023532174975,MAR-MEDIAN
lpr2,wiscosin,10,MAE,0.0980074834632816,MAR-MEDIAN
lpr2,wiscosin,10,MAE,0.121774636346709,MAR-MEDIAN
lpr2,wiscosin,10,MAE,0.0935755113010572,MAR-MEDIAN
lpr2,wiscosin,10,MAE,0.0942143912477729,MAR-MEDIAN
lpr2,wiscosin,20,MAE,0.0933534821583705,MAR-MEDIAN
lpr2,wiscosin,20,MAE,0.0851044891261502,MAR-MEDIAN
lpr2,wiscosin,20,MAE,0.098879057112436,MAR-MEDIAN
lpr2,wiscosin,20,MAE,0.0868534009184264,MAR-MEDIAN
lpr2,wiscosin,20,MAE,0.0804759474351506,MAR-MEDIAN
lpr2,wiscosin,40,MAE,0.0864031299076719,MAR-MEDIAN
lpr2,wiscosin,40,MAE,0.0889119683537896,MAR-MEDIAN
lpr2,wiscosin,40,MAE,0.0770937891321628,MAR-MEDIAN
lpr2,wiscosin,40,MAE,0.0743463391238462,MAR-MEDIAN
lpr2,wiscosin,40,MAE,0.068699877631023,MAR-MEDIAN
lpr2,wiscosin,60,MAE,0.101102385117226,MAR-MEDIAN
lpr2,wiscosin,60,MAE,0.0795770008968825,MAR-MEDIAN
lpr2,wiscosin,60,MAE,0.0830232436256932,MAR-MEDIAN
lpr2,wiscosin,60,MAE,0.077968336178262,MAR-MEDIAN
lpr2,wiscosin,60,MAE,0.0882102071507342,MAR-MEDIAN
lpr2,pima_diabetes,10,MAE,0.132210473504723,MAR-MEDIAN
lpr2,pima_diabetes,10,MAE,0.110469104497626,MAR-MEDIAN
lpr2,pima_diabetes,10,MAE,0.0961907240991516,MAR-MEDIAN
lpr2,pima_diabetes,10,MAE,0.109064043445377,MAR-MEDIAN
lpr2,pima_diabetes,10,MAE,0.114577963665119,MAR-MEDIAN
lpr2,pima_diabetes,20,MAE,0.102681686167592,MAR-MEDIAN
lpr2,pima_diabetes,20,MAE,0.11126180408709,MAR-MEDIAN
lpr2,pima_diabetes,20,MAE,0.114421731740192,MAR-MEDIAN
lpr2,pima_diabetes,20,MAE,0.136416322737489,MAR-MEDIAN
lpr2,pima_diabetes,20,MAE,0.106909470378837,MAR-MEDIAN
lpr2,pima_diabetes,40,MAE,0.111607806521811,MAR-MEDIAN
lpr2,pima_diabetes,40,MAE,0.117919425018757,MAR-MEDIAN
lpr2,pima_diabetes,40,MAE,0.105407878310834,MAR-MEDIAN
lpr2,pima_diabetes,40,MAE,0.137479806377976,MAR-MEDIAN
lpr2,pima_diabetes,40,MAE,0.126404585123877,MAR-MEDIAN
lpr2,pima_diabetes,60,MAE,0.119327421775742,MAR-MEDIAN
lpr2,pima_diabetes,60,MAE,0.128363997292329,MAR-MEDIAN
lpr2,pima_diabetes,60,MAE,0.125266677987074,MAR-MEDIAN
lpr2,pima_diabetes,60,MAE,0.129485741124609,MAR-MEDIAN
lpr2,pima_diabetes,60,MAE,0.108598829507236,MAR-MEDIAN
lpr2,bc_coimbra,10,MAE,0.174120847066021,MAR-MEDIAN
lpr2,bc_coimbra,10,MAE,0.216146826508229,MAR-MEDIAN
lpr2,bc_coimbra,10,MAE,0.121833017152147,MAR-MEDIAN
lpr2,bc_coimbra,10,MAE,0.112194867759639,MAR-MEDIAN
lpr2,bc_coimbra,10,MAE,0.134028607064863,MAR-MEDIAN
lpr2,bc_coimbra,20,MAE,0.0842088742999751,MAR-MEDIAN
lpr2,bc_coimbra,20,MAE,0.196092603086914,MAR-MEDIAN
lpr2,bc_coimbra,20,MAE,0.157337671373661,MAR-MEDIAN
lpr2,bc_coimbra,20,MAE,0.164496225972293,MAR-MEDIAN
lpr2,bc_coimbra,20,MAE,0.206172651978046,MAR-MEDIAN
lpr2,bc_coimbra,40,MAE,0.115628400364391,MAR-MEDIAN
lpr2,bc_coimbra,40,MAE,0.15515561610111,MAR-MEDIAN
lpr2,bc_coimbra,40,MAE,0.231388721680783,MAR-MEDIAN
lpr2,bc_coimbra,40,MAE,0.119120737678849,MAR-MEDIAN
lpr2,bc_coimbra,40,MAE,0.218531757401239,MAR-MEDIAN
lpr2,bc_coimbra,60,MAE,0.175685631344829,MAR-MEDIAN
lpr2,bc_coimbra,60,MAE,0.129104679748437,MAR-MEDIAN
lpr2,bc_coimbra,60,MAE,0.240931191562846,MAR-MEDIAN
lpr2,bc_coimbra,60,MAE,0.12175640522729,MAR-MEDIAN
lpr2,bc_coimbra,60,MAE,0.132751749581345,MAR-MEDIAN
lpr2,indian_liver,10,MAE,0.102143492696056,MAR-MEDIAN
lpr2,indian_liver,10,MAE,0.127823282926572,MAR-MEDIAN
lpr2,indian_liver,10,MAE,0.0812004930338937,MAR-MEDIAN
lpr2,indian_liver,10,MAE,0.169179007566631,MAR-MEDIAN
lpr2,indian_liver,10,MAE,0.124395724999786,MAR-MEDIAN
lpr2,indian_liver,20,MAE,0.154506252533129,MAR-MEDIAN
lpr2,indian_liver,20,MAE,0.0867558069943974,MAR-MEDIAN
lpr2,indian_liver,20,MAE,0.0743263537486925,MAR-MEDIAN
lpr2,indian_liver,20,MAE,0.0719864974150799,MAR-MEDIAN
lpr2,indian_liver,20,MAE,0.0972746116653179,MAR-MEDIAN
lpr2,indian_liver,40,MAE,0.136949690314524,MAR-MEDIAN
lpr2,indian_liver,40,MAE,0.0998198563409152,MAR-MEDIAN
lpr2,indian_liver,40,MAE,0.111991656702416,MAR-MEDIAN
lpr2,indian_liver,40,MAE,0.0718016282851664,MAR-MEDIAN
lpr2,indian_liver,40,MAE,0.0932561969722766,MAR-MEDIAN
lpr2,indian_liver,60,MAE,0.0704236235380444,MAR-MEDIAN
lpr2,indian_liver,60,MAE,0.116500801128219,MAR-MEDIAN
lpr2,indian_liver,60,MAE,0.0621876792705454,MAR-MEDIAN
lpr2,indian_liver,60,MAE,0.117021171988831,MAR-MEDIAN
lpr2,indian_liver,60,MAE,0.133780719510341,MAR-MEDIAN
lpr2,parkinsons,10,MAE,0.135263296919573,MAR-MEDIAN
lpr2,parkinsons,10,MAE,0.0856485275413697,MAR-MEDIAN
lpr2,parkinsons,10,MAE,0.140236133427065,MAR-MEDIAN
lpr2,parkinsons,10,MAE,0.0920348065709461,MAR-MEDIAN
lpr2,parkinsons,10,MAE,0.0970547324840242,MAR-MEDIAN
lpr2,parkinsons,20,MAE,0.128584183756325,MAR-MEDIAN
lpr2,parkinsons,20,MAE,0.0660774190385848,MAR-MEDIAN
lpr2,parkinsons,20,MAE,0.111221920963768,MAR-MEDIAN
lpr2,parkinsons,20,MAE,0.095167294234012,MAR-MEDIAN
lpr2,parkinsons,20,MAE,0.102959723853615,MAR-MEDIAN
lpr2,parkinsons,40,MAE,0.124003632537438,MAR-MEDIAN
lpr2,parkinsons,40,MAE,0.110390801919538,MAR-MEDIAN
lpr2,parkinsons,40,MAE,0.13239996476487,MAR-MEDIAN
lpr2,parkinsons,40,MAE,0.0850035925352683,MAR-MEDIAN
lpr2,parkinsons,40,MAE,0.109334352116838,MAR-MEDIAN
lpr2,parkinsons,60,MAE,0.14632581085318,MAR-MEDIAN
lpr2,parkinsons,60,MAE,0.116416224934368,MAR-MEDIAN
lpr2,parkinsons,60,MAE,0.158926298135342,MAR-MEDIAN
lpr2,parkinsons,60,MAE,0.119657757328058,MAR-MEDIAN
lpr2,parkinsons,60,MAE,0.142584957079922,MAR-MEDIAN
lpr2,mammographic_masses,10,MAE,0.228781153511202,MAR-MEDIAN
lpr2,mammographic_masses,10,MAE,0.259029421665588,MAR-MEDIAN
lpr2,mammographic_masses,10,MAE,0.26229332795594,MAR-MEDIAN
lpr2,mammographic_masses,10,MAE,0.221161344964994,MAR-MEDIAN
lpr2,mammographic_masses,10,MAE,0.212047297590299,MAR-MEDIAN
lpr2,mammographic_masses,20,MAE,0.247963374069131,MAR-MEDIAN
lpr2,mammographic_masses,20,MAE,0.259141390614776,MAR-MEDIAN
lpr2,mammographic_masses,20,MAE,0.285620913839115,MAR-MEDIAN
lpr2,mammographic_masses,20,MAE,0.217081714091321,MAR-MEDIAN
lpr2,mammographic_masses,20,MAE,0.172183311392256,MAR-MEDIAN
lpr2,mammographic_masses,40,MAE,0.22410603309262,MAR-MEDIAN
lpr2,mammographic_masses,40,MAE,0.147637326723084,MAR-MEDIAN
lpr2,mammographic_masses,40,MAE,0.214574229266318,MAR-MEDIAN
lpr2,mammographic_masses,40,MAE,0.253543232844241,MAR-MEDIAN
lpr2,mammographic_masses,40,MAE,0.195059153853905,MAR-MEDIAN
lpr2,mammographic_masses,60,MAE,0.213761671197145,MAR-MEDIAN
lpr2,mammographic_masses,60,MAE,0.153604560423543,MAR-MEDIAN
lpr2,mammographic_masses,60,MAE,0.202933836119102,MAR-MEDIAN
lpr2,mammographic_masses,60,MAE,0.178741323037999,MAR-MEDIAN
lpr2,mammographic_masses,60,MAE,0.199765106454278,MAR-MEDIAN
lpr2,hcv_egyptian,10,MAE,0.354485720709978,MAR-MEDIAN
lpr2,hcv_egyptian,10,MAE,0.303412268653965,MAR-MEDIAN
lpr2,hcv_egyptian,10,MAE,0.340239863581597,MAR-MEDIAN
lpr2,hcv_egyptian,10,MAE,0.333578764470271,MAR-MEDIAN
lpr2,hcv_egyptian,10,MAE,0.299725828421785,MAR-MEDIAN
lpr2,hcv_egyptian,20,MAE,0.309542212908541,MAR-MEDIAN
