Model,Dataset,Missing Rate (%),Métrica,Teste,Mecanismo
lpr3,hcv_egyptian,60,MAE,0.305197972619218,MAR-CORRELATED
lpr3,thoracic_surgey,10,MAE,0.169667435291585,MAR-CORRELATED
lpr3,thoracic_surgey,10,MAE,0.146735950558104,MAR-CORRELATED
lpr3,thoracic_surgey,10,MAE,0.117853683566934,MAR-CORRELATED
lpr3,thoracic_surgey,10,MAE,0.136839143560813,MAR-CORRELATED
lpr3,thoracic_surgey,10,MAE,0.200653443343253,MAR-CORRELATED
lpr3,thoracic_surgey,20,MAE,0.176518881195744,MAR-CORRELATED
lpr3,thoracic_surgey,20,MAE,0.141099722083857,MAR-CORRELATED
lpr3,thoracic_surgey,20,MAE,0.131797236925931,MAR-CORRELATED
lpr3,thoracic_surgey,20,MAE,0.147527406341276,MAR-CORRELATED
lpr3,thoracic_surgey,20,MAE,0.191073231316293,MAR-CORRELATED
lpr3,thoracic_surgey,40,MAE,0.188468180294703,MAR-CORRELATED
lpr3,thoracic_surgey,40,MAE,0.188113914349972,MAR-CORRELATED
lpr3,thoracic_surgey,40,MAE,0.149323841759112,MAR-CORRELATED
lpr3,thoracic_surgey,40,MAE,0.122586562626028,MAR-CORRELATED
lpr3,thoracic_surgey,40,MAE,0.204426459019074,MAR-CORRELATED
lpr3,thoracic_surgey,60,MAE,0.156506875134892,MAR-CORRELATED
lpr3,thoracic_surgey,60,MAE,0.175085646750971,MAR-CORRELATED
lpr3,thoracic_surgey,60,MAE,0.143564035415982,MAR-CORRELATED
lpr3,thoracic_surgey,60,MAE,0.121372529389501,MAR-CORRELATED
lpr3,thoracic_surgey,60,MAE,0.20052748890991,MAR-CORRELATED
mean,sylva_prior,10,MAE,0.0813403812636163,MNAR-MBOUV
mean,sylva_prior,10,MAE,0.0793350215827233,MNAR-MBOUV
mean,sylva_prior,10,MAE,0.078883809373189,MNAR-MBOUV
mean,sylva_prior,10,MAE,0.0805674019472546,MNAR-MBOUV
mean,sylva_prior,10,MAE,0.0811313416672745,MNAR-MBOUV
mean,sylva_prior,20,MAE,0.0807401600128378,MNAR-MBOUV
mean,sylva_prior,20,MAE,0.0798985907107816,MNAR-MBOUV
mean,sylva_prior,20,MAE,0.0799113533786061,MNAR-MBOUV
mean,sylva_prior,20,MAE,0.0798599004997353,MNAR-MBOUV
mean,sylva_prior,20,MAE,0.0796521244277005,MNAR-MBOUV
mean,sylva_prior,40,MAE,0.0808676639780019,MNAR-MBOUV
mean,sylva_prior,40,MAE,0.0802036633527727,MNAR-MBOUV
mean,sylva_prior,40,MAE,0.0799491161270352,MNAR-MBOUV
mean,sylva_prior,40,MAE,0.0798101642330103,MNAR-MBOUV
mean,sylva_prior,40,MAE,0.079941397622012,MNAR-MBOUV
mean,sylva_prior,60,MAE,0.0804516831870319,MNAR-MBOUV
mean,sylva_prior,60,MAE,0.0803993878792311,MNAR-MBOUV
mean,sylva_prior,60,MAE,0.0808619801581125,MNAR-MBOUV
mean,sylva_prior,60,MAE,0.0811252907008268,MNAR-MBOUV
mean,sylva_prior,60,MAE,0.0805462221070796,MNAR-MBOUV
mean,fri_c4_1000_100,10,MAE,0.534991048988984,MNAR-MBOUV
mean,fri_c4_1000_100,10,MAE,0.109438644970592,MNAR-MBOUV
mean,fri_c4_1000_100,10,MAE,0.115533991594421,MNAR-MBOUV
mean,fri_c4_1000_100,10,MAE,0.247611440533403,MNAR-MBOUV
mean,fri_c4_1000_100,10,MAE,0.138375455590563,MNAR-MBOUV
mean,fri_c4_1000_100,20,MAE,0.311271474483643,MNAR-MBOUV
mean,fri_c4_1000_100,20,MAE,0.105391990325452,MNAR-MBOUV
mean,fri_c4_1000_100,20,MAE,0.24492765847991,MNAR-MBOUV
mean,fri_c4_1000_100,20,MAE,0.194044841844308,MNAR-MBOUV
mean,fri_c4_1000_100,20,MAE,0.233568191149212,MNAR-MBOUV
mean,fri_c4_1000_100,40,MAE,0.198151807918712,MNAR-MBOUV
mean,fri_c4_1000_100,40,MAE,0.221526226099729,MNAR-MBOUV
mean,fri_c4_1000_100,40,MAE,0.318169694676651,MNAR-MBOUV
mean,fri_c4_1000_100,40,MAE,0.254111814248586,MNAR-MBOUV
mean,fri_c4_1000_100,40,MAE,0.254385374554662,MNAR-MBOUV
mean,fri_c4_1000_100,60,MAE,0.187080080529819,MNAR-MBOUV
mean,fri_c4_1000_100,60,MAE,0.137059129715546,MNAR-MBOUV
mean,fri_c4_1000_100,60,MAE,0.232220961195014,MNAR-MBOUV
mean,fri_c4_1000_100,60,MAE,0.253614028544512,MNAR-MBOUV
mean,fri_c4_1000_100,60,MAE,0.234538638618789,MNAR-MBOUV
knn,sylva_prior,10,MAE,0.0762130474699853,MNAR-MBOUV
knn,sylva_prior,10,MAE,0.0704960385126037,MNAR-MBOUV
knn,sylva_prior,10,MAE,0.0727155493782883,MNAR-MBOUV
knn,sylva_prior,10,MAE,0.0758250247644349,MNAR-MBOUV
knn,sylva_prior,10,MAE,0.0761797283679232,MNAR-MBOUV
knn,sylva_prior,20,MAE,0.0728861975572803,MNAR-MBOUV
knn,sylva_prior,20,MAE,0.0724814647687524,MNAR-MBOUV
knn,sylva_prior,20,MAE,0.0694098585343624,MNAR-MBOUV
knn,sylva_prior,20,MAE,0.0750609363205437,MNAR-MBOUV
knn,sylva_prior,20,MAE,0.0771174115763968,MNAR-MBOUV
knn,sylva_prior,40,MAE,0.0773015827187666,MNAR-MBOUV
knn,sylva_prior,40,MAE,0.0725484516542591,MNAR-MBOUV
knn,sylva_prior,40,MAE,0.0741046429120069,MNAR-MBOUV
knn,sylva_prior,40,MAE,0.0711950936396635,MNAR-MBOUV
knn,sylva_prior,40,MAE,0.0747993207095072,MNAR-MBOUV
knn,sylva_prior,60,MAE,0.0755130248213803,MNAR-MBOUV
knn,sylva_prior,60,MAE,0.0752404708049541,MNAR-MBOUV
knn,sylva_prior,60,MAE,0.0724198345671453,MNAR-MBOUV
knn,sylva_prior,60,MAE,0.0732037322697214,MNAR-MBOUV
knn,sylva_prior,60,MAE,0.0762534476316321,MNAR-MBOUV
knn,fri_c4_1000_100,10,MAE,0.135691913791818,MNAR-MBOUV
knn,fri_c4_1000_100,10,MAE,0.211086237561344,MNAR-MBOUV
knn,fri_c4_1000_100,10,MAE,0.128206628396706,MNAR-MBOUV
knn,fri_c4_1000_100,10,MAE,0.128306875881547,MNAR-MBOUV
knn,fri_c4_1000_100,10,MAE,0.136040091651551,MNAR-MBOUV
knn,fri_c4_1000_100,20,MAE,0.213541319894019,MNAR-MBOUV
knn,fri_c4_1000_100,20,MAE,0.253905645880842,MNAR-MBOUV
knn,fri_c4_1000_100,20,MAE,0.61515076776063,MNAR-MBOUV
knn,fri_c4_1000_100,20,MAE,0.157668924676139,MNAR-MBOUV
knn,fri_c4_1000_100,20,MAE,0.128871861986027,MNAR-MBOUV
knn,fri_c4_1000_100,40,MAE,0.169825927292819,MNAR-MBOUV
knn,fri_c4_1000_100,40,MAE,0.222798251561408,MNAR-MBOUV
knn,fri_c4_1000_100,40,MAE,0.360556222864649,MNAR-MBOUV
knn,fri_c4_1000_100,40,MAE,0.280959420788524,MNAR-MBOUV
knn,fri_c4_1000_100,40,MAE,0.175167973552178,MNAR-MBOUV
knn,fri_c4_1000_100,60,MAE,0.153251580097996,MNAR-MBOUV
knn,fri_c4_1000_100,60,MAE,0.161851412701155,MNAR-MBOUV
knn,fri_c4_1000_100,60,MAE,0.407337944082825,MNAR-MBOUV
knn,fri_c4_1000_100,60,MAE,0.307668680863422,MNAR-MBOUV
knn,fri_c4_1000_100,60,MAE,0.294131187016908,MNAR-MBOUV
mice,sylva_prior,10,MAE,0.0851148452396787,MNAR-MBOUV
mice,sylva_prior,10,MAE,0.0818887627833106,MNAR-MBOUV
mice,sylva_prior,10,MAE,0.0815083141565953,MNAR-MBOUV
mice,sylva_prior,10,MAE,0.0806816127415536,MNAR-MBOUV
mice,sylva_prior,10,MAE,0.0835496780095526,MNAR-MBOUV
mice,sylva_prior,20,MAE,0.080569557339817,MNAR-MBOUV
mice,sylva_prior,20,MAE,0.0777089706491816,MNAR-MBOUV
mice,sylva_prior,20,MAE,0.080582399396908,MNAR-MBOUV
mice,sylva_prior,20,MAE,0.0815263278584673,MNAR-MBOUV
mice,sylva_prior,20,MAE,0.0817648608519258,MNAR-MBOUV
mice,sylva_prior,40,MAE,0.0784761005814078,MNAR-MBOUV
mice,sylva_prior,40,MAE,0.0805696405014256,MNAR-MBOUV
mice,sylva_prior,40,MAE,0.0790223074254801,MNAR-MBOUV
mice,sylva_prior,40,MAE,0.0790449863624896,MNAR-MBOUV
mice,sylva_prior,40,MAE,0.077869190006049,MNAR-MBOUV
mice,sylva_prior,60,MAE,0.0795847188114471,MNAR-MBOUV
mice,sylva_prior,60,MAE,0.0778670283122079,MNAR-MBOUV
mice,sylva_prior,60,MAE,0.0767885008266805,MNAR-MBOUV
mice,sylva_prior,60,MAE,0.0783981318497185,MNAR-MBOUV
mice,sylva_prior,60,MAE,0.0769220407975661,MNAR-MBOUV
mice,fri_c4_1000_100,10,MAE,0.10896360366506,MNAR-MBOUV
mice,fri_c4_1000_100,10,MAE,0.1079090505134,MNAR-MBOUV
mice,fri_c4_1000_100,10,MAE,0.13895747519729,MNAR-MBOUV
mice,fri_c4_1000_100,10,MAE,0.411353393906361,MNAR-MBOUV
mice,fri_c4_1000_100,10,MAE,0.232909170796164,MNAR-MBOUV
mice,fri_c4_1000_100,20,MAE,0.112409094269032,MNAR-MBOUV
mice,fri_c4_1000_100,20,MAE,0.10949155938857,MNAR-MBOUV
mice,fri_c4_1000_100,20,MAE,0.183445552240715,MNAR-MBOUV
mice,fri_c4_1000_100,20,MAE,0.324992070510209,MNAR-MBOUV
mice,fri_c4_1000_100,20,MAE,0.191202808997075,MNAR-MBOUV
mice,fri_c4_1000_100,40,MAE,0.128992276271771,MNAR-MBOUV
mice,fri_c4_1000_100,40,MAE,0.124008224407998,MNAR-MBOUV
mice,fri_c4_1000_100,40,MAE,0.279868304283098,MNAR-MBOUV
mice,fri_c4_1000_100,40,MAE,0.182202307861734,MNAR-MBOUV
mice,fri_c4_1000_100,40,MAE,0.161470683748361,MNAR-MBOUV
mice,fri_c4_1000_100,60,MAE,0.193917778451321,MNAR-MBOUV
mice,fri_c4_1000_100,60,MAE,0.17004559039195,MNAR-MBOUV
mice,fri_c4_1000_100,60,MAE,0.265356321803109,MNAR-MBOUV
mice,fri_c4_1000_100,60,MAE,0.235048880046213,MNAR-MBOUV
mice,fri_c4_1000_100,60,MAE,0.318480114299069,MNAR-MBOUV
saei,sylva_prior,10,MAE,0.0720492975755574,MNAR-MBOUV
saei,sylva_prior,10,MAE,0.0784843724764111,MNAR-MBOUV
saei,sylva_prior,10,MAE,0.07068650961273,MNAR-MBOUV
saei,sylva_prior,10,MAE,0.0697301406469989,MNAR-MBOUV
saei,sylva_prior,10,MAE,0.0782792794321429,MNAR-MBOUV
saei,sylva_prior,20,MAE,0.0807985308049537,MNAR-MBOUV
saei,sylva_prior,20,MAE,0.0778855608072052,MNAR-MBOUV
saei,sylva_prior,20,MAE,0.0788931121024444,MNAR-MBOUV
saei,sylva_prior,20,MAE,0.0792872944573504,MNAR-MBOUV
saei,sylva_prior,20,MAE,0.0703472873618259,MNAR-MBOUV
saei,sylva_prior,40,MAE,0.0775667371255925,MNAR-MBOUV
saei,sylva_prior,40,MAE,0.0778133706392718,MNAR-MBOUV
saei,sylva_prior,40,MAE,0.0719315539992002,MNAR-MBOUV
saei,sylva_prior,40,MAE,0.0774810755225499,MNAR-MBOUV
saei,sylva_prior,40,MAE,0.076052715543364,MNAR-MBOUV
saei,sylva_prior,60,MAE,0.0711985274659969,MNAR-MBOUV
saei,sylva_prior,60,MAE,0.076314454099456,MNAR-MBOUV
saei,sylva_prior,60,MAE,0.0751689679145238,MNAR-MBOUV
saei,sylva_prior,60,MAE,0.0712685415015085,MNAR-MBOUV
saei,sylva_prior,60,MAE,0.091385703275404,MNAR-MBOUV
saei,fri_c4_1000_100,10,MAE,0.120547993533401,MNAR-MBOUV
saei,fri_c4_1000_100,10,MAE,0.10733084496099,MNAR-MBOUV
saei,fri_c4_1000_100,10,MAE,0.126437521771647,MNAR-MBOUV
saei,fri_c4_1000_100,10,MAE,0.121586316640921,MNAR-MBOUV
saei,fri_c4_1000_100,10,MAE,0.282459987019559,MNAR-MBOUV
saei,fri_c4_1000_100,20,MAE,0.228323448685296,MNAR-MBOUV
saei,fri_c4_1000_100,20,MAE,0.12789248378135,MNAR-MBOUV
saei,fri_c4_1000_100,20,MAE,0.326001424744559,MNAR-MBOUV
saei,fri_c4_1000_100,20,MAE,0.162572448538906,MNAR-MBOUV
saei,fri_c4_1000_100,20,MAE,0.296086228312366,MNAR-MBOUV
saei,fri_c4_1000_100,40,MAE,0.213177072585528,MNAR-MBOUV
saei,fri_c4_1000_100,40,MAE,0.113639531847084,MNAR-MBOUV
saei,fri_c4_1000_100,40,MAE,0.356876062880182,MNAR-MBOUV
saei,fri_c4_1000_100,40,MAE,0.281600312601785,MNAR-MBOUV
saei,fri_c4_1000_100,40,MAE,0.251565773202093,MNAR-MBOUV
saei,fri_c4_1000_100,60,MAE,0.275104137121261,MNAR-MBOUV
saei,fri_c4_1000_100,60,MAE,0.218132217355819,MNAR-MBOUV
saei,fri_c4_1000_100,60,MAE,0.315371871302896,MNAR-MBOUV
saei,fri_c4_1000_100,60,MAE,0.314658364627074,MNAR-MBOUV
saei,fri_c4_1000_100,60,MAE,0.408914442602393,MNAR-MBOUV
pmivae,sylva_prior,10,MAE,0.0601384669831311,MNAR-MBOUV
pmivae,sylva_prior,10,MAE,0.0570355250864369,MNAR-MBOUV
pmivae,sylva_prior,10,MAE,0.0614458249146381,MNAR-MBOUV
pmivae,sylva_prior,10,MAE,0.0602160933710198,MNAR-MBOUV
pmivae,sylva_prior,10,MAE,0.0606289261736937,MNAR-MBOUV
pmivae,sylva_prior,20,MAE,0.0616797495599639,MNAR-MBOUV
pmivae,sylva_prior,20,MAE,0.0602829716772563,MNAR-MBOUV
pmivae,sylva_prior,20,MAE,0.0608633650006683,MNAR-MBOUV
pmivae,sylva_prior,20,MAE,0.060829730681238,MNAR-MBOUV
pmivae,sylva_prior,20,MAE,0.061324081265571,MNAR-MBOUV
pmivae,sylva_prior,40,MAE,0.0616457979634433,MNAR-MBOUV
pmivae,sylva_prior,40,MAE,0.0608937127358135,MNAR-MBOUV
pmivae,sylva_prior,40,MAE,0.0604463703748036,MNAR-MBOUV
pmivae,sylva_prior,40,MAE,0.0611618342773383,MNAR-MBOUV
pmivae,sylva_prior,40,MAE,0.0611773439443084,MNAR-MBOUV
pmivae,sylva_prior,60,MAE,0.0617640143284712,MNAR-MBOUV
pmivae,sylva_prior,60,MAE,0.0610156002844734,MNAR-MBOUV
pmivae,sylva_prior,60,MAE,0.0612634652904012,MNAR-MBOUV
pmivae,sylva_prior,60,MAE,0.061693947715628,MNAR-MBOUV
pmivae,sylva_prior,60,MAE,0.0617186333128588,MNAR-MBOUV
pmivae,fri_c4_1000_100,10,MAE,0.111699005478805,MNAR-MBOUV
pmivae,fri_c4_1000_100,10,MAE,0.156353953266035,MNAR-MBOUV
pmivae,fri_c4_1000_100,10,MAE,0.121743895473537,MNAR-MBOUV
pmivae,fri_c4_1000_100,10,MAE,0.169649138912495,MNAR-MBOUV
pmivae,fri_c4_1000_100,10,MAE,0.332167007028022,MNAR-MBOUV
pmivae,fri_c4_1000_100,20,MAE,0.26046921864348,MNAR-MBOUV
pmivae,fri_c4_1000_100,20,MAE,0.213885529365955,MNAR-MBOUV
pmivae,fri_c4_1000_100,20,MAE,0.124194620939176,MNAR-MBOUV
pmivae,fri_c4_1000_100,20,MAE,0.280197644601727,MNAR-MBOUV
pmivae,fri_c4_1000_100,20,MAE,0.246398051139718,MNAR-MBOUV
pmivae,fri_c4_1000_100,40,MAE,0.153661021018688,MNAR-MBOUV
pmivae,fri_c4_1000_100,40,MAE,0.110878396794409,MNAR-MBOUV
pmivae,fri_c4_1000_100,40,MAE,0.250735504797441,MNAR-MBOUV
pmivae,fri_c4_1000_100,40,MAE,0.184092725054817,MNAR-MBOUV
pmivae,fri_c4_1000_100,40,MAE,0.261283860148956,MNAR-MBOUV
pmivae,fri_c4_1000_100,60,MAE,0.16105557900242,MNAR-MBOUV
pmivae,fri_c4_1000_100,60,MAE,0.203408385903325,MNAR-MBOUV
pmivae,fri_c4_1000_100,60,MAE,0.297724574694792,MNAR-MBOUV
pmivae,fri_c4_1000_100,60,MAE,0.24528839259236,MNAR-MBOUV
pmivae,fri_c4_1000_100,60,MAE,0.291787134179139,MNAR-MBOUV
lpr0,sylva_prior,10,MAE,0.0790331487662226,MNAR-MBOUV
lpr0,sylva_prior,10,MAE,0.0772426156396056,MNAR-MBOUV
lpr0,sylva_prior,10,MAE,0.0766783555856699,MNAR-MBOUV
lpr0,sylva_prior,10,MAE,0.081574748605543,MNAR-MBOUV
lpr0,sylva_prior,10,MAE,0.0796312151534387,MNAR-MBOUV
lpr0,sylva_prior,20,MAE,0.0785885443360887,MNAR-MBOUV
lpr0,sylva_prior,20,MAE,0.077806091573231,MNAR-MBOUV
lpr0,sylva_prior,20,MAE,0.0799607378151022,MNAR-MBOUV
lpr0,sylva_prior,20,MAE,0.0804399139712762,MNAR-MBOUV
lpr0,sylva_prior,20,MAE,0.0811674506927461,MNAR-MBOUV
lpr0,sylva_prior,40,MAE,0.0791796643738626,MNAR-MBOUV
lpr0,sylva_prior,40,MAE,0.0796005856647467,MNAR-MBOUV
lpr0,sylva_prior,40,MAE,0.0774570750672094,MNAR-MBOUV
lpr0,sylva_prior,40,MAE,0.0794499835019391,MNAR-MBOUV
lpr0,sylva_prior,40,MAE,0.0783327368326565,MNAR-MBOUV
lpr0,sylva_prior,60,MAE,0.0800849675530352,MNAR-MBOUV
lpr0,sylva_prior,60,MAE,0.0786877184852505,MNAR-MBOUV
lpr0,sylva_prior,60,MAE,0.0791163133959581,MNAR-MBOUV
lpr0,sylva_prior,60,MAE,0.0808523800001647,MNAR-MBOUV
lpr0,sylva_prior,60,MAE,0.0794298504811335,MNAR-MBOUV
lpr0,fri_c4_1000_100,10,MAE,0.349807753722293,MNAR-MBOUV
lpr0,fri_c4_1000_100,10,MAE,0.466324893131488,MNAR-MBOUV
lpr0,fri_c4_1000_100,10,MAE,0.392483354233799,MNAR-MBOUV
lpr0,fri_c4_1000_100,10,MAE,0.18289503258245,MNAR-MBOUV
lpr0,fri_c4_1000_100,10,MAE,0.120407492762092,MNAR-MBOUV
lpr0,fri_c4_1000_100,20,MAE,0.228877864553872,MNAR-MBOUV
lpr0,fri_c4_1000_100,20,MAE,0.389870491167894,MNAR-MBOUV
lpr0,fri_c4_1000_100,20,MAE,0.238820858390114,MNAR-MBOUV
lpr0,fri_c4_1000_100,20,MAE,0.182535917677219,MNAR-MBOUV
lpr0,fri_c4_1000_100,20,MAE,0.25875126007415,MNAR-MBOUV
lpr0,fri_c4_1000_100,40,MAE,0.193373897022633,MNAR-MBOUV
lpr0,fri_c4_1000_100,40,MAE,0.118400724865028,MNAR-MBOUV
lpr0,fri_c4_1000_100,40,MAE,0.388822557058206,MNAR-MBOUV
lpr0,fri_c4_1000_100,40,MAE,0.186039315205803,MNAR-MBOUV
lpr0,fri_c4_1000_100,40,MAE,0.229037122371471,MNAR-MBOUV
lpr0,fri_c4_1000_100,60,MAE,0.148087653083236,MNAR-MBOUV
lpr0,fri_c4_1000_100,60,MAE,0.161274693187528,MNAR-MBOUV
lpr0,fri_c4_1000_100,60,MAE,0.223103880809718,MNAR-MBOUV
lpr0,fri_c4_1000_100,60,MAE,0.247395668464697,MNAR-MBOUV
lpr0,fri_c4_1000_100,60,MAE,0.23096301242494,MNAR-MBOUV
lpr1,sylva_prior,10,MAE,0.0766708052507386,MNAR-MBOUV
lpr1,sylva_prior,10,MAE,0.0771744046820376,MNAR-MBOUV
lpr1,sylva_prior,10,MAE,0.0779434237007589,MNAR-MBOUV
lpr1,sylva_prior,10,MAE,0.0797876357467917,MNAR-MBOUV
lpr1,sylva_prior,10,MAE,0.0797113397470138,MNAR-MBOUV
lpr1,sylva_prior,20,MAE,0.0775834454064032,MNAR-MBOUV
lpr1,sylva_prior,20,MAE,0.0794724194816206,MNAR-MBOUV
lpr1,sylva_prior,20,MAE,0.0794640195498503,MNAR-MBOUV
lpr1,sylva_prior,20,MAE,0.080491254638328,MNAR-MBOUV
lpr1,sylva_prior,20,MAE,0.0783372258581287,MNAR-MBOUV
lpr1,sylva_prior,40,MAE,0.080114677693345,MNAR-MBOUV
lpr1,sylva_prior,40,MAE,0.0781229453049898,MNAR-MBOUV
lpr1,sylva_prior,40,MAE,0.0797173798820603,MNAR-MBOUV
lpr1,sylva_prior,40,MAE,0.0797649248421685,MNAR-MBOUV
lpr1,sylva_prior,40,MAE,0.0799439049372484,MNAR-MBOUV
lpr1,sylva_prior,60,MAE,0.0788769332694925,MNAR-MBOUV
lpr1,sylva_prior,60,MAE,0.0788388237669789,MNAR-MBOUV
lpr1,sylva_prior,60,MAE,0.0800383297534897,MNAR-MBOUV
lpr1,sylva_prior,60,MAE,0.0794556386441632,MNAR-MBOUV
lpr1,sylva_prior,60,MAE,0.0784458837222634,MNAR-MBOUV
lpr1,fri_c4_1000_100,10,MAE,0.108375537932216,MNAR-MBOUV
lpr1,fri_c4_1000_100,10,MAE,0.105985600647584,MNAR-MBOUV
lpr1,fri_c4_1000_100,10,MAE,0.1229280092581,MNAR-MBOUV
lpr1,fri_c4_1000_100,10,MAE,0.125822565417636,MNAR-MBOUV
lpr1,fri_c4_1000_100,10,MAE,0.262262215135642,MNAR-MBOUV
lpr1,fri_c4_1000_100,20,MAE,0.111958406505202,MNAR-MBOUV
lpr1,fri_c4_1000_100,20,MAE,0.135860876190468,MNAR-MBOUV
lpr1,fri_c4_1000_100,20,MAE,0.290123687392705,MNAR-MBOUV
lpr1,fri_c4_1000_100,20,MAE,0.122548128667918,MNAR-MBOUV
lpr1,fri_c4_1000_100,20,MAE,0.196517722059545,MNAR-MBOUV
lpr1,fri_c4_1000_100,40,MAE,0.172137733413166,MNAR-MBOUV
lpr1,fri_c4_1000_100,40,MAE,0.190712826766311,MNAR-MBOUV
lpr1,fri_c4_1000_100,40,MAE,0.284003904445611,MNAR-MBOUV
lpr1,fri_c4_1000_100,40,MAE,0.337450722229665,MNAR-MBOUV
lpr1,fri_c4_1000_100,40,MAE,0.231023248726362,MNAR-MBOUV
lpr1,fri_c4_1000_100,60,MAE,0.166697564201945,MNAR-MBOUV
lpr1,fri_c4_1000_100,60,MAE,0.237614574347769,MNAR-MBOUV
lpr1,fri_c4_1000_100,60,MAE,0.253905099071979,MNAR-MBOUV
lpr1,fri_c4_1000_100,60,MAE,0.193979317174932,MNAR-MBOUV
lpr1,fri_c4_1000_100,60,MAE,0.197057739176267,MNAR-MBOUV
lpr2,sylva_prior,10,MAE,0.0826971363300119,MNAR-MBOUV
lpr2,sylva_prior,10,MAE,0.0778121166844277,MNAR-MBOUV
lpr2,sylva_prior,10,MAE,0.0788155227595066,MNAR-MBOUV
lpr2,sylva_prior,10,MAE,0.0808687475855342,MNAR-MBOUV
lpr2,sylva_prior,10,MAE,0.077508798546321,MNAR-MBOUV
lpr2,sylva_prior,20,MAE,0.0792990532877276,MNAR-MBOUV
lpr2,sylva_prior,20,MAE,0.0794658641671839,MNAR-MBOUV
lpr2,sylva_prior,20,MAE,0.0806904678668127,MNAR-MBOUV
lpr2,sylva_prior,20,MAE,0.0791483125292422,MNAR-MBOUV
lpr2,sylva_prior,20,MAE,0.0807725699594768,MNAR-MBOUV
lpr2,sylva_prior,40,MAE,0.0793851968345006,MNAR-MBOUV
lpr2,sylva_prior,40,MAE,0.0774546417387264,MNAR-MBOUV
lpr2,sylva_prior,40,MAE,0.0806750350651588,MNAR-MBOUV
lpr2,sylva_prior,40,MAE,0.079749095312237,MNAR-MBOUV
lpr2,sylva_prior,40,MAE,0.0789825084331406,MNAR-MBOUV
lpr2,sylva_prior,60,MAE,0.080110097231975,MNAR-MBOUV
lpr2,sylva_prior,60,MAE,0.0780536276652072,MNAR-MBOUV
lpr2,sylva_prior,60,MAE,0.0786364303206893,MNAR-MBOUV
lpr2,sylva_prior,60,MAE,0.0789617961641735,MNAR-MBOUV
lpr2,sylva_prior,60,MAE,0.0787126159736024,MNAR-MBOUV
lpr2,fri_c4_1000_100,10,MAE,0.337088381483371,MNAR-MBOUV
lpr2,fri_c4_1000_100,10,MAE,0.110922855922828,MNAR-MBOUV
lpr2,fri_c4_1000_100,10,MAE,0.275243558867774,MNAR-MBOUV
lpr2,fri_c4_1000_100,10,MAE,0.393410326420674,MNAR-MBOUV
lpr2,fri_c4_1000_100,10,MAE,1.49480707362073,MNAR-MBOUV
lpr2,fri_c4_1000_100,20,MAE,0.205086348022335,MNAR-MBOUV
lpr2,fri_c4_1000_100,20,MAE,0.113418348026364,MNAR-MBOUV
lpr2,fri_c4_1000_100,20,MAE,0.32408474081548,MNAR-MBOUV
lpr2,fri_c4_1000_100,20,MAE,0.169406372238345,MNAR-MBOUV
lpr2,fri_c4_1000_100,20,MAE,0.134288102044098,MNAR-MBOUV
lpr2,fri_c4_1000_100,40,MAE,0.176736127268647,MNAR-MBOUV
lpr2,fri_c4_1000_100,40,MAE,0.163874569485434,MNAR-MBOUV
lpr2,fri_c4_1000_100,40,MAE,0.398863143494242,MNAR-MBOUV
lpr2,fri_c4_1000_100,40,MAE,0.171413933990849,MNAR-MBOUV
lpr2,fri_c4_1000_100,40,MAE,0.23258674820109,MNAR-MBOUV
lpr2,fri_c4_1000_100,60,MAE,0.183141607699635,MNAR-MBOUV
lpr2,fri_c4_1000_100,60,MAE,0.203258067256416,MNAR-MBOUV
lpr2,fri_c4_1000_100,60,MAE,0.294635360099661,MNAR-MBOUV
lpr2,fri_c4_1000_100,60,MAE,0.234820475119753,MNAR-MBOUV
lpr2,fri_c4_1000_100,60,MAE,0.267659516425133,MNAR-MBOUV
lpr3,sylva_prior,10,MAE,0.0738629514723181,MNAR-MBOUV
lpr3,sylva_prior,10,MAE,0.0811254887604837,MNAR-MBOUV
lpr3,sylva_prior,10,MAE,0.0770566568334744,MNAR-MBOUV
lpr3,sylva_prior,10,MAE,0.0791530024557527,MNAR-MBOUV
lpr3,sylva_prior,10,MAE,0.0782897458297791,MNAR-MBOUV
lpr3,sylva_prior,20,MAE,0.0785177795563987,MNAR-MBOUV
lpr3,sylva_prior,20,MAE,0.0799784195810894,MNAR-MBOUV
lpr3,sylva_prior,20,MAE,0.079133408164384,MNAR-MBOUV
lpr3,sylva_prior,20,MAE,0.0769985940243624,MNAR-MBOUV
lpr3,sylva_prior,20,MAE,0.0779707901407822,MNAR-MBOUV
lpr3,sylva_prior,40,MAE,0.0802733126291605,MNAR-MBOUV
lpr3,sylva_prior,40,MAE,0.0779791940108393,MNAR-MBOUV
lpr3,sylva_prior,40,MAE,0.0808753133496865,MNAR-MBOUV
lpr3,sylva_prior,40,MAE,0.0807732927671286,MNAR-MBOUV
lpr3,sylva_prior,40,MAE,0.0791457231987917,MNAR-MBOUV
lpr3,sylva_prior,60,MAE,0.0779266651057432,MNAR-MBOUV
lpr3,sylva_prior,60,MAE,0.0793110380042014,MNAR-MBOUV
lpr3,sylva_prior,60,MAE,0.0785114025049333,MNAR-MBOUV
lpr3,sylva_prior,60,MAE,0.0797839243876991,MNAR-MBOUV
lpr3,sylva_prior,60,MAE,0.077007776087833,MNAR-MBOUV
lpr3,fri_c4_1000_100,10,MAE,0.264377552220983,MNAR-MBOUV
lpr3,fri_c4_1000_100,10,MAE,0.107144897947753,MNAR-MBOUV
