,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr3,sylva_prior,10,0.0779,0.0027
1,lpr3,sylva_prior,20,0.0785,0.0011
2,lpr3,sylva_prior,40,0.0798,0.0012
3,lpr3,sylva_prior,60,0.0785,0.0011
4,lpr3,fri_c4_1000_100,10,0.1751,0.0631
5,lpr3,fri_c4_1000_100,20,0.1864,0.0455
6,lpr3,fri_c4_1000_100,40,0.1893,0.0432
7,lpr3,fri_c4_1000_100,60,0.2556,0.048
