lpr0,lpr1,lpr2,lpr3
1.4202849320242508,1.424896494333257,1.425812722855129,1.421164212941656
1.4414222280063058,1.4313883914892558,1.4403439307413648,1.438042887822002
1.4360715948385159,1.4392033970433438,1.4368309254755849,1.4367557743022128
1.4463262697615509,1.4487847005509469,1.4514659019285978,1.4508841020711558
1.4566447099763145,1.4540997160262712,1.4459124494107858,1.4568677364504765
1.42983007521778,1.4275849061778698,1.431938566573374,1.4291163972396939
1.4467382337239818,1.449193948370569,1.449138583012861,1.4463082348444578
1.4413378911459118,1.4431103478606238,1.4429346401200378,1.440953189328172
1.4518321985253473,1.451289391033269,1.4479091576894878,1.452408931905427
1.4589563093501774,1.4460963308211139,1.4580474834130808,1.4549620045247198
1.4349976606003128,1.4338630775994268,1.4335822515425578,1.43251171161607
1.4543034602411933,1.4536939995808942,1.4524095607585326,1.4510440743908288
1.446356331142815,1.445206660559745,1.4483594827453028,1.4470199570441578
1.4539849126100424,1.4548189558054527,1.452663872418109,1.4538046340070423
1.4503022035789288,1.453086087213163,1.45052525698093,1.44931975656951
1.434432871493371,1.4354176981677669,1.4318124002740988,1.4338604351529658
1.4538538214065693,1.4547454942661062,1.4544466538768304,1.4545543328433066
1.449291190136123,1.446137250414954,1.4486395224213338,1.451174638599655
1.4525205863741653,1.4416764867477228,1.4440575362615489,1.4532764926008785
1.399224822353443,1.393649909081006,1.3971214333315798,1.3818069953749998
1.4046273115864139,1.404447445638271,1.3749636584956058,1.4047384801084808
1.44039943837992,1.4337021682342108,1.4311907021970758,1.433620747099651
1.4144991783736889,1.4144252086241018,1.4131136076781519,1.414635287105772
1.3597652627601529,1.351322987062265,1.3494111422087698,1.350820987323332
1.3749111289009128,1.3746201476946338,1.3599245131203128,1.3749555494708408
1.4118064307662008,1.4116020492343808,1.4087651774092649,1.4103747085827278
1.420115975209017,1.4198609423094348,1.4179254371171208,1.4196771937406538
1.412350765777233,1.385085319627577,1.414163479115628,1.403947024325309
1.3576197746546428,1.3659731079836948,1.355072818896044,1.3604011993502918
1.380842856517812,1.3639639150928338,1.3745257467750198,1.3630062503718818
1.377882852101497,1.3778126468428389,1.3756625828339049,1.363360516316613
1.4029828425337287,1.40245424161887,1.4005663084215219,1.4021505889074728
1.418513552703681,1.397971565918603,1.4270351592835848,1.4288878680405568
1.3455787390013167,1.346615873513464,1.3648679580003598,1.3470479716475108
1.3955567589095088,1.380000275924797,1.3776668384928528,1.394967555531693
1.376880989078958,1.372793449623788,1.3618720916304619,1.376388783915614
1.409556188260454,1.409708675557408,1.4072039778299859,1.407910395250603
1.4326966352608488,1.4005822123416878,1.431389805935655,1.430101901277084
1.3514621104141438,1.3688034791619739,1.370920108525406,1.3509469417566748
1.4122547388494329,1.4125209675358588,1.412258220965762,1.4126694690075288
1.4257076032818328,1.425675449909087,1.4255002563371348,1.425813206588793
1.428901607152475,1.4288686344995878,1.428698253314269,1.429033673349528
1.4513088724156789,1.4512823505439558,1.451128660324665,1.4514168679483648
1.4289233260006617,1.4289075562912688,1.428693653884994,1.4289979830969979
1.4246710951131398,1.4249757618267498,1.424297810464271,1.424960639330881
1.435431315919785,1.435364177564978,1.4351773507269938,1.43587268010584
1.4344166785229548,1.4343490755147208,1.434159787655061,1.4347125595195258
1.45189507554967,1.4518381852994309,1.4516304469336403,1.452161395500189
1.44619917441038,1.4461705239073508,1.4459859841212648,1.4463760559318468
1.4272763496153158,1.427179642993643,1.426843738934194,1.428101642834359
1.4394339426295408,1.4387267503379928,1.438569196764999,1.4402083669744858
1.4312277642537259,1.431518366096223,1.4310934918804838,1.432280416820565
1.4543630971257753,1.4542275462460805,1.45407229836188,1.4550776427972152
1.4544094497228355,1.4543509793998428,1.454207880554154,1.454878267219916
1.4154951893340828,1.415356163511163,1.415036642169286,1.415677552232767
1.428825003162346,1.4286075617012748,1.4284609921592,1.430106850721233
1.4203872029406468,1.420268965139669,1.419962986774974,1.4219139822015079
1.4436254341761918,1.4433503971569068,1.443212251319757,1.444992712473787
1.4472278492962258,1.4471377822597238,1.4470068515789278,1.447934756667531
1.4058635114246019,1.44766076731999,1.377353583600564,1.4403305613560968
1.465048421973782,1.3210799276285599,1.335327604158356,1.4196602339887778
1.38885750308412,1.2618789392127099,1.429641413514438,1.4481128998369428
1.4084596413299217,1.416118242421637,1.439279562906946,1.40944080443169
1.4538336571682817,1.4018002080509178,1.4174458236017218,1.4510272037567549
1.442759643444755,1.4411089686356469,1.4672655563666097,1.4360618723415948
1.380596015244378,1.3587459702968538,1.355381827579671,1.319422682433759
1.402094424436216,1.3016944273724769,1.394136759292924,1.2921714281199268
1.4124724683558498,1.450174891909402,1.3869782046942918,1.4358741446794068
1.4547340271374323,1.4252811150930218,1.3453017786885388,1.3677547988065648
1.3920985720547299,1.4182856358991618,1.4358460303021938,1.442671119826968
1.4347158358870349,1.4025855253276418,1.3963188145654748,1.412057731668172
1.2892167504326628,1.3299094410504708,1.3200857089858018,1.39965641070817
1.4228529390814788,1.4091547196421739,1.4323536929877358,1.4245180916804698
1.3879765583064319,1.3611073248743069,1.3329426732653458,1.4184347229142549
1.3545838464703719,1.4639624507857762,1.375788799321756,1.37875583838206
1.4293121391585288,1.4116258929712449,1.4223697509181479,1.4441882566614448
1.3684661196029808,1.297472191425434,1.3105432391037388,1.347654988229734
1.4029756536459719,1.4243438684843888,1.429718025439295,1.3688942115533558
1.428253065059751,1.4094730014040018,1.4187226810852398,1.419948065734332
0.49730446552190477,0.9703506004717228,0.9724911792435189,0.5130871599768749
1.2524239371781198,1.2690994020546928,1.44802701458261,1.439246928933788
1.4399242228758609,1.451642632986485,1.4526990050959399,1.4365189342199058
0.8030131970245079,1.4331034599532229,1.3623417780039468,1.280822409957676
1.4523198592379056,1.4362343577669279,1.2045996877592369,1.4293622472143088
1.4583501382815443,1.4346082168099559,1.418044401017405,1.4269143766342958
1.4544135808026917,1.2093003192817728,1.3181136136166878,1.410211670350835
1.423063009025364,1.2273345571230638,0.9521304403010339,1.2321073785073438
1.2371747317766397,1.3934688455906779,1.2144286289260688,1.4167752994096459
1.407411194145823,1.433962328838417,1.4300039303594239,1.3939002327588979
1.4529610202202277,1.4429291761138539,1.3067968427116299,1.433160840208581
1.327345943600411,1.4598990591860639,1.3616089536984448,1.3996634036575848
1.2519589960311748,1.4068277334536539,1.289974960538469,1.4002310806846507
1.2939129699887149,1.2815219363761168,1.360640656008989,1.3983201175136768
1.397303042327283,1.4141243354333108,1.42739259084119,1.347410827365976
1.254004045990226,1.4124181157395268,1.3707793262570769,1.346560051042034
1.2969967404738758,1.3486919316412378,1.3567812944908728,1.30116182626757
1.2899131501210628,1.339880247344155,1.2310656567135307,1.1801904362990279
1.3644111038172808,1.3456771516504449,1.3868661376070979,1.2722803411026529
1.3319359507122148,1.2777628454987469,1.3337040223795948,1.3007687844281468
1.2718547582832858,1.2552287148423018,1.1969887099566068,1.238861781811294
1.255753092002022,1.258570405365626,1.2480621620126198,1.254082575437354
1.2790540849264609,1.2023423158603759,1.2112345670849878,1.184402950010322
1.237404029252772,1.2425320605681618,1.2178956661963138,1.2392027960390428
1.2272730330466448,1.205888504614088,1.2517486022448,1.2479208996838789
1.2122357311502099,1.2011537670019088,1.2419322177580439,1.2423433845421938
1.2199196597612219,1.250129871216557,1.225432260433159,1.2428820268028788
1.21970694033181,1.197010721002112,1.2445405722289817,1.183404237561327
1.249093802408388,1.212240649704131,1.266254404782123,1.2309907923135799
1.2453477270955229,1.2056712683128268,1.3070444345534928,1.234211001419709
1.2009272512548719,1.2107389915248419,1.2213289114566628,1.256249705415961
1.199912241269824,1.1884131650610759,1.2232082054584867,1.242308262549646
1.2146774626555679,1.2490522576222038,1.2474419577624118,1.2351927407674108
1.201538673620707,1.242034953499339,1.2454093530150048,1.2611087413195958
1.2372257241112838,1.195625613306862,1.1803398920270778,1.2328663255949739
1.2284823469317567,1.18303974346001,1.1889344467461138,1.1986856295489838
1.2478539680761678,1.2244056383017219,1.247495284168894,1.285095147465512
1.2019366740419848,1.1879215345189849,1.2686194787711118,1.2568420289533568
1.2201892956907359,1.221072908150326,1.283184785245175,1.2503357353205888
1.2691437702543988,1.252242948821907,1.239683952737988,1.2475759955895178
1.4795471370656859,1.4595217114369836,1.4493309379705288,1.463678555595189
1.4438239241784188,1.4347765777561998,1.423651147740013,1.4654991522879905
1.476827499856377,1.4489531890153218,1.4702739376326912,1.4678052968057416
1.4630954906290907,1.3983307893192258,1.3822954230999538,1.4813524025916123
1.4235117826934478,1.3785834619374868,1.4270787056667988,1.4576288472868926
1.4785991547246031,1.3941797048439097,1.3969681781334558,1.3797247361491929
1.405814323481176,1.4550656769398995,1.4647186236721874,1.4660691769799075
1.4483764541252249,1.4228371356454688,1.4771480769178924,1.44340687534486
1.4840320022652707,1.38284019535317,1.479487933251505,1.4580456647016626
1.4358959312894388,1.4433819640228058,1.454199819001267,1.4250657812291578
1.4870359799584814,1.414673591740906,1.4145247403520609,1.4674370983577387
1.4512455769729318,1.436093955184147,1.4516545743256697,1.429879720633327
1.437867366358858,1.4159976935624639,1.439482773964169,1.4847984976561979
1.4800515971564168,1.4029967735230269,1.4796728023814185,1.4738890095555714
1.484470426226122,1.45889189148706,1.4582182336943084,1.4779082399545667
1.4588589151332,1.420492603273216,1.4810508071285404,1.4586996940550667
1.441335968736059,1.417093494172919,1.434973629538366,1.4566112599575085
1.454020606274173,1.4897345913338154,1.4892867513960395,1.4198905347928399
1.39990560368892,1.401846504310262,1.4344532586777539,1.4749847572520953
1.4258157560478057,1.4603323342920898,1.4176937111562438,1.417512649977399
1.3670129510655697,1.3698942646751497,1.3226932771553828,1.3380468556409468
1.3820106364119757,1.3626715792184028,1.292445009000997,1.4820223545766371
1.292553167376708,1.2930763681864008,1.2891811027106448,1.2468830234851538
1.3748935994439078,1.3645143578590908,1.3303130857015908,1.3299852315783969
1.3601779984591849,1.306363462219675,1.339427133076286,1.3311053286339238
1.2981101309332599,1.3423414148740398,1.303511056597454,1.3532662600849539
1.423832526624864,1.3606625867935198,1.292333040051809,1.400844445403523
1.2869735647722338,1.33366584723516,1.2658535168274698,1.291473272958754
1.316242942727971,1.367109312986929,1.3343927165752638,1.3276576860000868
1.3094663805221898,1.37077258667069,1.379291119274329,1.3748507647458
1.354378733262917,1.3175737608651548,1.3273683975739647,1.3031859345440808
1.3899886133832298,1.3447964434461848,1.403837103943501,1.4117021739174858
1.346489078416338,1.298376764827012,1.3369002014002669,1.3485648026702568
1.4013746124549369,1.2949308248732339,1.2979311978223438,1.369202727557102
1.317019710943201,1.3562922372867419,1.3564152768126798,1.333588687546375
1.352295628842422,1.310509531233401,1.3377127594694398,1.343606328688952
1.3371595543654649,1.3397533641025028,1.3978698702430419,1.3863500062010679
1.3534158075594338,1.3818638229152218,1.3485405945474829,1.3115248376974549
1.401238643095212,1.2928573849253708,1.3727331076285858,1.363412973576967
1.2895560026458868,1.309257368033129,1.3517093242123068,1.2956012973851778
1.4418245144252149,1.4025454548048888,1.4162111337470118,1.410380534564411
1.467908543823866,1.4821991669790462,1.4658259031252152,1.464615947571687
1.4218443471322288,1.4114662295727778,1.4112382972395199,1.436455606960297
1.4470510213842678,1.4590776314980747,1.4594396240956387,1.4649227909410274
1.45373899983861,1.4308080605486748,1.4544196981825606,1.438474807613887
1.456108072921877,1.4373100084296049,1.4228902469102598,1.4302902816073229
1.440485448214405,1.4575084389569206,1.485397011628,1.457770386506834
1.4342431984887458,1.4402313751374078,1.440252509702817,1.4333437805807339
1.447363158151364,1.4511104209268728,1.4563071364325728,1.4698039377998058
1.448217607886273,1.435059404526359,1.4485147068129698,1.4324327030663317
1.40508128818412,1.431826781508014,1.4274707981291468,1.439162465273983
1.4440131337789208,1.4613820426628843,1.4410836287470468,1.4673854826871178
1.426939410688265,1.4226038837041508,1.419074465901715,1.4157725293491779
1.435413586635278,1.4674145331293618,1.4664708381313165,1.4415513394672559
1.4429328743454009,1.4504170981662428,1.442140078549747,1.4288867595497388
1.426681587846618,1.422653623230374,1.4051486198134049,1.4463631659722098
1.4287797674662088,1.4640796366470679,1.4350582057322168,1.436198460487187
1.420341830368316,1.399072835469565,1.3925481325312428,1.4048910335146938
1.4559042990538156,1.4463665193218829,1.431816673338527,1.4294591046562068
1.3916322271462138,1.386304104083894,1.4088894735866628,1.3625005124836138
1.4281600526615188,1.4429020028786879,1.419263957161862,1.4268954620025118
1.437409118999173,1.4522218701373735,1.4410053261689588,1.4524250523448272
1.423144656362718,1.4570801313429218,1.4552837065674333,1.439664851676648
1.4502423438962038,1.4165256384298088,1.442410387221208,1.4336918373705307
1.4410816560651558,1.435377424055238,1.436896467001466,1.4374479277746968
1.4142519431085798,1.419949714947564,1.4487927444989928,1.4589102071048758
1.454564475685762,1.4590113105319027,1.4402126265794948,1.4551921940470938
1.435562326703815,1.439099905973706,1.4370526989263928,1.4462250875404938
1.4240529054356659,1.3974280490604378,1.4150581079290958,1.414878528259014
1.4346749660797489,1.4400227358351099,1.444564960287748,1.4606033474152336
1.4186357394138718,1.441959697378477,1.439866624144774,1.4425898498398348
1.437781614846474,1.4466545813625658,1.433555005647828,1.4539898531056932
1.4313054914437537,1.4416446267639678,1.4460665523557508,1.450081615797827
1.4051502483676868,1.41462021968812,1.4139946242886088,1.4373343984490419
1.4383568452605988,1.4437761900591168,1.4250698455427078,1.4387582052001038
1.437157353205947,1.4186510117157378,1.4321470088908428,1.434841996323617
1.4248348121780139,1.4494468645902618,1.423110433374256,1.436954426521977
1.4321389110037648,1.4309662489665658,1.426207752679511,1.43569641409667
1.393773234931584,1.4251930681006808,1.4219886895419758,1.4056577178384209
1.4301016201061139,1.435390188071571,1.4428756011593489,1.444447265130352
1.4926140576616214,1.4859760836960965,1.4720137996317249,1.4870222915136613
1.4847234506015583,1.4666057583108256,1.4641804540757895,1.468805493941103
1.484234255732351,1.4765120789659834,1.4877952613069412,1.4635622339374725
1.4807845941094258,1.4720071160756214,1.4657922684362774,1.473172660557307
1.4724378875056794,1.4818047095949387,1.4945782560999634,1.4728987349857856
1.4794892474404695,1.4805130470830743,1.4845030951508051,1.4713380759638703
1.4762486262179941,1.4674881356487297,1.4894450446194,1.4735710921179759
1.48231548614143,1.477500725224886,1.4652707952805235,1.464794855037785
1.4885232200712308,1.484576220908873,1.4595751257494016,1.4728674103730752
1.4848484731237352,1.4741636785551384,1.467348924258544,1.4750413994243712
1.4896533240213818,1.4910209193354516,1.4865032980024695,1.4921496896938187
1.4670584487273606,1.4789517455004229,1.4781879298663108,1.4730494482287722
1.4685102620327846,1.49480707362073,1.4732753452034015,1.4807839302040804
1.4743938673887511,1.4866733221208974,1.474733157899925,1.4839921094631237
1.4791695076199365,1.4911758368455705,1.484811564377948,1.482203428641375
1.4703756114179924,1.4693483943319867,1.4678069828898175,1.4590300072337288
1.49002378587131,1.4805053361947695,1.470354050732438,1.4696876797025706
1.482480334920297,1.4741469462853658,1.4896214006830901,1.4801306062671031
1.475277929362618,1.4855680660609825,1.472781218320739,1.4692851968821834
1.4795096445399987,1.4819183865380658,1.4892700350245605,1.48548569411874
1.400434368365372,1.4541419407966674,1.383838429450385,1.4047519824071328
1.41195521170262,1.4538134379427141,1.4144560913938908,1.4064001043091248
1.4522974161348159,1.4420502614113488,1.4324728254206538,1.3952932142770578
1.412165687599875,1.3891248757702699,1.4139224274249298,1.4084366343829269
1.4182264355842118,1.435204663499254,1.329325083132313,1.402319933317791
1.412853455460857,1.3865379937168067,1.40811428159296,1.3826139403675628
1.4436025344442198,1.4099151217557457,1.474939619068701,1.4396964887069648
1.405238706861429,1.4366960774071909,1.4397172951721038,1.4242365522172438
1.3900755048242768,1.4204055492714738,1.4572256695001347,1.41832025380973
1.4168219314252428,1.404245246960449,1.4003796502283428,1.410906878587956
1.4484086363625888,1.398215802509816,1.4136412585409848,1.4185997577904548
1.3783365926326399,1.387314150282818,1.4110469176736278,1.4043342294887158
1.391598295086292,1.4269502938403358,1.4383840303383177,1.4604816255068833
1.4010316824262459,1.436461977031891,1.4609070237117934,1.4406616345159649
1.439941205677636,1.4022445241211607,1.4061313790689958,1.4213564163313899
1.3837987331607309,1.407616946156743,1.425275449873974,1.4433821391694688
1.4278587356887649,1.4177389265602909,1.4499128243011798,1.4609217982144393
1.441244442684724,1.4255539793399519,1.439231705698876,1.419162347385905
1.4026434836917578,1.4408590755704709,1.4143645498797708,1.3900029775249398
1.4181940543182399,1.396797407024824,1.396559533956824,1.3977157672627438
1.466907868421583,1.4465515642475688,1.43345089849161,1.4630363155527633
1.4550094085925684,1.4621513546036835,1.4534669472033033,1.4700584719336196
1.4398842714089928,1.4462247147789609,1.429699794319876,1.4365141090923048
1.4751280522017207,1.4829727321672543,1.4578989193655276,1.4809253750845066
1.4619284717441752,1.4586364551654516,1.457260039418812,1.4643204852618863
1.4518247231557817,1.4689533280121894,1.4581209485082143,1.451534077354327
1.4640340495286335,1.4787098032796002,1.4663699415404348,1.475377444015244
1.449162826724533,1.4629651491435862,1.4525953735541488,1.4711798527986533
1.4652369060452088,1.4680226957114586,1.4646210297481586,1.467480483922386
1.4784155790903561,1.4806422001542112,1.4709984832314342,1.4826504068090338
1.451856164800773,1.4538543277902825,1.465071300758913,1.4631498436440566
1.4723946445680054,1.4609435564806466,1.4625624623127953,1.4609724334669543
1.4748823409230702,1.4597730846155819,1.474380641534422,1.4595572800974743
1.4755887440287994,1.478252776853406,1.4771280915427387,1.4749226261888522
1.4774256786647022,1.4763603078732195,1.4827745530355618,1.4766817629156523
1.452021351895943,1.446218620212306,1.450372045549359,1.4533607730287808
1.4720904028714163,1.459120197855304,1.4718974297697023,1.47517699510036
1.4600849924117272,1.4590528118624557,1.4684511870408916,1.470234418596327
1.4689876157738222,1.4563675886423588,1.473506094488323,1.467124271017677
1.4509286553904979,1.455494637762754,1.4632642235158506,1.459427982763725
1.361662310626477,1.4632004147817836,1.4892444973884098,1.4487751204618489
1.3782285260322509,1.3785956213061128,1.3893697878061388,1.3431242856803258
