,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr1,sylva_prior,10,0.0749,0.0077
1,lpr1,sylva_prior,20,0.0746,0.0065
2,lpr1,sylva_prior,40,0.0629,0.0061
3,lpr1,sylva_prior,60,0.0732,0.0065
4,lpr1,fri_c4_1000_100,10,0.2394,0.205
5,lpr1,fri_c4_1000_100,20,0.2117,0.1123
6,lpr1,fri_c4_1000_100,40,0.1504,0.0702
7,lpr1,fri_c4_1000_100,60,0.2066,0.0477
