Missing Rate,KNN,MICE,PMIVAE,SAEI,MEAN,LPR0,LPR1,LPR2,LPR3
10.0,0.3065,0.3093,0.15575,0.12869999999999998,0.26355,0.2655,0.15715,0.169,0.20505
20.0,0.11455,0.21839999999999998,0.10464999999999999,0.1462,0.10345000000000001,0.11230000000000001,0.14315,0.18155,0.12775
40.0,0.09445,0.1894,0.111,0.10540000000000001,0.1254,0.14125000000000001,0.10665,0.1371,0.11235
60.0,0.11929999999999999,0.19805,0.16205,0.1344,0.16605,0.15795,0.1399,0.14455,0.17504999999999998
