Missing Rate,KNN,MICE,PMIVAE,SAEI,MEAN,LPR0,LPR1,LPR2,LPR3
10.0,0.2942,0.32004999999999995,0.31870000000000004,0.365,0.3362,0.32425000000000004,0.3357,0.3139,0.34915
20.0,0.22555,0.2205,0.2084,0.2265,0.24945,0.22,0.24080000000000001,0.22375,0.25035
40.0,0.21139999999999998,0.32565,0.19235000000000002,0.17920000000000003,0.19255,0.19845000000000002,0.2019,0.18725,0.2062
60.0,0.20275,0.32825,0.17435,0.14455,0.19605,0.18109999999999998,0.1832,0.20590000000000003,0.19790000000000002
