,dataset,missing_rate,accuracy,recall,precision
0,sylva_prior,10,0.9815,0.7258,0.9667
1,sylva_prior,20,0.979,0.6908,0.959
2,sylva_prior,40,0.9696,0.5283,0.9601
3,sylva_prior,60,0.9612,0.4074,0.9159
4,fri_c4_1000_100,10,0.783,0.8954,0.7635
5,fri_c4_1000_100,20,0.775,0.9167,0.7444
6,fri_c4_1000_100,40,0.648,0.8351,0.646
7,fri_c4_1000_100,60,0.589,0.8618,0.596
