,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr1,sylva_prior,10,0.1131,0.0103
1,lpr1,sylva_prior,20,0.1064,0.0106
2,lpr1,sylva_prior,40,0.1047,0.0084
3,lpr1,sylva_prior,60,0.1053,0.008
4,lpr1,fri_c4_1000_100,10,0.8165,0.4333
5,lpr1,fri_c4_1000_100,20,0.473,0.2114
6,lpr1,fri_c4_1000_100,40,0.296,0.1036
7,lpr1,fri_c4_1000_100,60,0.2381,0.069
