,dataset,missing_rate,accuracy,recall,precision
0,sylva_prior,10,0.9689,0.5081,0.9796
1,sylva_prior,20,0.9623,0.4008,0.9722
2,sylva_prior,40,0.9494,0.184,0.9686
3,sylva_prior,60,0.9407,0.0395,0.7829
4,fri_c4_1000_100,10,0.81,0.8794,0.8044
5,fri_c4_1000_100,20,0.725,0.8121,0.7317
6,fri_c4_1000_100,40,0.616,0.7537,0.6365
7,fri_c4_1000_100,60,0.558,0.5601,0.6337
