,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr3,sylva_prior,10,0.0797,0.0006
1,lpr3,sylva_prior,20,0.0798,0.0005
2,lpr3,sylva_prior,40,0.0836,0.0005
3,lpr3,sylva_prior,60,0.0945,0.0003
4,lpr3,fri_c4_1000_100,10,0.6186,0.3753
5,lpr3,fri_c4_1000_100,20,0.4209,0.1725
6,lpr3,fri_c4_1000_100,40,0.3288,0.0948
7,lpr3,fri_c4_1000_100,60,0.3013,0.0692
