,dataset,missing_rate,accuracy,recall,precision
0,sylva_prior,10,0.9454,0.1197,0.9478
1,sylva_prior,20,0.9386,0.0023,0.4
2,sylva_prior,40,0.9385,0.0,0.0
3,sylva_prior,60,0.9385,0.0,0.0
4,fri_c4_1000_100,10,0.797,0.8936,0.7794
5,fri_c4_1000_100,20,0.709,0.8758,0.6929
6,fri_c4_1000_100,40,0.613,0.9006,0.607
7,fri_c4_1000_100,60,0.569,0.8814,0.5792
