,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr3,sylva_prior,10,0.1128,0.0114
1,lpr3,sylva_prior,20,0.1063,0.0108
2,lpr3,sylva_prior,40,0.1036,0.0091
3,lpr3,sylva_prior,60,0.103,0.0084
4,lpr3,fri_c4_1000_100,10,0.8165,0.4333
5,lpr3,fri_c4_1000_100,20,0.473,0.2114
6,lpr3,fri_c4_1000_100,40,0.296,0.1036
7,lpr3,fri_c4_1000_100,60,0.2381,0.069
