Model,Dataset,Missing Rate (%),Métrica,Teste
lpr0,fri_c4_1000_100,40,MAE,0.154171388339302
lpr0,fri_c4_1000_100,60,MAE,0.297470384676359
lpr0,fri_c4_1000_100,60,MAE,0.254477690192709
lpr0,fri_c4_1000_100,60,MAE,0.261561280545522
lpr0,fri_c4_1000_100,60,MAE,0.187063326849304
lpr0,fri_c4_1000_100,60,MAE,0.21953847995437
lpr1,sylva_prior,10,MAE,0.0654983469704884
lpr1,sylva_prior,10,MAE,0.0848686723557592
lpr1,sylva_prior,10,MAE,0.0749623517006015
lpr1,sylva_prior,10,MAE,0.0794673145909634
lpr1,sylva_prior,10,MAE,0.0696697210716461
lpr1,sylva_prior,20,MAE,0.0709613835835106
lpr1,sylva_prior,20,MAE,0.0839862950178551
lpr1,sylva_prior,20,MAE,0.0739737054416989
lpr1,sylva_prior,20,MAE,0.0668982097577118
lpr1,sylva_prior,20,MAE,0.0773107521114465
lpr1,sylva_prior,40,MAE,0.0604535113311334
lpr1,sylva_prior,40,MAE,0.0725226851661621
lpr1,sylva_prior,40,MAE,0.0566673570458548
lpr1,sylva_prior,40,MAE,0.0648011085456874
lpr1,sylva_prior,40,MAE,0.0602985938210143
lpr1,sylva_prior,60,MAE,0.0821260363345981
lpr1,sylva_prior,60,MAE,0.0709690944718154
lpr1,sylva_prior,60,MAE,0.077327484381219
lpr1,sylva_prior,60,MAE,0.0659063646056025
lpr1,sylva_prior,60,MAE,0.0695560441285189
lpr1,fri_c4_1000_100,10,MAE,0.581123830194862
lpr1,fri_c4_1000_100,10,MAE,0.282375028611892
lpr1,fri_c4_1000_100,10,MAE,0.0998317976800997
lpr1,fri_c4_1000_100,10,MAE,0.118370970713362
lpr1,fri_c4_1000_100,10,MAE,0.115240072899657
lpr1,fri_c4_1000_100,20,MAE,0.116866213856629
lpr1,fri_c4_1000_100,20,MAE,0.342174111384812
lpr1,fri_c4_1000_100,20,MAE,0.324139873543521
lpr1,fri_c4_1000_100,20,MAE,0.158005585075907
lpr1,fri_c4_1000_100,20,MAE,0.117512101828168
lpr1,fri_c4_1000_100,40,MAE,0.108545254552731
lpr1,fri_c4_1000_100,40,MAE,0.091575371480521
lpr1,fri_c4_1000_100,40,MAE,0.144646697212931
lpr1,fri_c4_1000_100,40,MAE,0.269952494290468
lpr1,fri_c4_1000_100,40,MAE,0.137350095233274
lpr1,fri_c4_1000_100,60,MAE,0.139056314927058
lpr1,fri_c4_1000_100,60,MAE,0.202782499025347
lpr1,fri_c4_1000_100,60,MAE,0.21159418332243
lpr1,fri_c4_1000_100,60,MAE,0.20579727901614
lpr1,fri_c4_1000_100,60,MAE,0.273711585167838
lpr2,sylva_prior,10,MAE,0.0794606310348601
lpr2,sylva_prior,10,MAE,0.0872939765907955
lpr2,sylva_prior,10,MAE,0.0636791693596438
lpr2,sylva_prior,10,MAE,0.0856821622303074
lpr2,sylva_prior,10,MAE,0.0568961745666215
lpr2,sylva_prior,20,MAE,0.0669713355157797
lpr2,sylva_prior,20,MAE,0.0620293860471847
lpr2,sylva_prior,20,MAE,0.0862036353860614
lpr2,sylva_prior,20,MAE,0.0918993049171832
lpr2,sylva_prior,20,MAE,0.0841255064080409
lpr2,sylva_prior,40,MAE,0.0649711326641154
lpr2,sylva_prior,40,MAE,0.073286500800274
lpr2,sylva_prior,40,MAE,0.0781990854631834
lpr2,sylva_prior,40,MAE,0.0767412727666599
lpr2,sylva_prior,40,MAE,0.0666628662886369
lpr2,sylva_prior,60,MAE,0.0836674477767674
lpr2,sylva_prior,60,MAE,0.0811203799341468
lpr2,sylva_prior,60,MAE,0.0618530299834947
lpr2,sylva_prior,60,MAE,0.078693212345846
lpr2,sylva_prior,60,MAE,0.0622043956420244
lpr2,fri_c4_1000_100,10,MAE,0.578983251423066
lpr2,fri_c4_1000_100,10,MAE,0.103447416083975
lpr2,fri_c4_1000_100,10,MAE,0.0987754255706451
lpr2,fri_c4_1000_100,10,MAE,0.189132652662638
lpr2,fri_c4_1000_100,10,MAE,0.346874742907348
lpr2,fri_c4_1000_100,20,MAE,0.13343002964918
lpr2,fri_c4_1000_100,20,MAE,0.233360817049897
lpr2,fri_c4_1000_100,20,MAE,0.599343990365551
lpr2,fri_c4_1000_100,20,MAE,0.337045801740516
lpr2,fri_c4_1000_100,20,MAE,0.121470500307161
lpr2,fri_c4_1000_100,40,MAE,0.244677587954955
lpr2,fri_c4_1000_100,40,MAE,0.18986547696814
lpr2,fri_c4_1000_100,40,MAE,0.261499470128116
lpr2,fri_c4_1000_100,40,MAE,0.190833774657596
lpr2,fri_c4_1000_100,40,MAE,0.124081839825395
lpr2,fri_c4_1000_100,60,MAE,0.180695104409508
lpr2,fri_c4_1000_100,60,MAE,0.194693136175712
lpr2,fri_c4_1000_100,60,MAE,0.320408773953054
lpr2,fri_c4_1000_100,60,MAE,0.164608293059487
lpr2,fri_c4_1000_100,60,MAE,0.21777040828699
lpr3,sylva_prior,10,MAE,0.0644521391529237
lpr3,sylva_prior,10,MAE,0.0826689367254818
lpr3,sylva_prior,10,MAE,0.0879121967291124
lpr3,sylva_prior,10,MAE,0.0783017701092779
lpr3,sylva_prior,10,MAE,0.0785756956807992
lpr3,sylva_prior,20,MAE,0.0801363547027146
lpr3,sylva_prior,20,MAE,0.077903338548609
lpr3,sylva_prior,20,MAE,0.0866795756288
lpr3,sylva_prior,20,MAE,0.0786070202935097
lpr3,sylva_prior,20,MAE,0.0764330312422137
lpr3,sylva_prior,40,MAE,0.0593247409727662
lpr3,sylva_prior,40,MAE,0.0784249824378128
lpr3,sylva_prior,40,MAE,0.0706905004625045
lpr3,sylva_prior,40,MAE,0.0674823212034611
lpr3,sylva_prior,40,MAE,0.0692710020252099
lpr3,sylva_prior,60,MAE,0.092444423432856
lpr3,sylva_prior,60,MAE,0.0817867509640143
lpr3,sylva_prior,60,MAE,0.0713438243994818
lpr3,sylva_prior,60,MAE,0.0821892337844014
lpr3,sylva_prior,60,MAE,0.0659887365478449
lpr3,fri_c4_1000_100,10,MAE,1.03838727068971
lpr3,fri_c4_1000_100,10,MAE,0.112227501732797
lpr3,fri_c4_1000_100,10,MAE,0.114955496446679
lpr3,fri_c4_1000_100,10,MAE,0.270652020708909
lpr3,fri_c4_1000_100,10,MAE,0.122112183452276
lpr3,fri_c4_1000_100,20,MAE,0.124560054032289
lpr3,fri_c4_1000_100,20,MAE,0.14126276031575
lpr3,fri_c4_1000_100,20,MAE,0.319367052159241
lpr3,fri_c4_1000_100,20,MAE,0.134699131256939
lpr3,fri_c4_1000_100,20,MAE,0.157574197907687
lpr3,fri_c4_1000_100,40,MAE,0.118313590458004
lpr3,fri_c4_1000_100,40,MAE,0.151811027009
lpr3,fri_c4_1000_100,40,MAE,0.151243349981934
lpr3,fri_c4_1000_100,40,MAE,0.153154313152908
lpr3,fri_c4_1000_100,40,MAE,0.204063603300609
lpr3,fri_c4_1000_100,60,MAE,0.204914379624551
lpr3,fri_c4_1000_100,60,MAE,0.250312604399015
lpr3,fri_c4_1000_100,60,MAE,0.371283994367557
lpr3,fri_c4_1000_100,60,MAE,0.279194089563932
lpr3,fri_c4_1000_100,60,MAE,0.250705646238438
mean,wiscosin,10,MAE,0.092468696575324
mean,wiscosin,10,MAE,0.111222446695438
mean,wiscosin,10,MAE,0.123201699068044
mean,wiscosin,10,MAE,0.114898474797205
mean,wiscosin,10,MAE,0.119775545403695
mean,wiscosin,20,MAE,0.08368855173732
mean,wiscosin,20,MAE,0.106244137563165
mean,wiscosin,20,MAE,0.0941693983141527
mean,wiscosin,20,MAE,0.0961497178924628
mean,wiscosin,20,MAE,0.111002795393741
mean,wiscosin,40,MAE,0.0924508746173471
mean,wiscosin,40,MAE,0.107719189589921
mean,wiscosin,40,MAE,0.104585786064012
mean,wiscosin,40,MAE,0.0895237801134737
mean,wiscosin,40,MAE,0.0908515237615939
mean,wiscosin,60,MAE,0.107665675174309
mean,wiscosin,60,MAE,0.104729790748181
mean,wiscosin,60,MAE,0.119314268237639
mean,wiscosin,60,MAE,0.101296837589334
mean,wiscosin,60,MAE,0.120975170727945
mean,pima_diabetes,10,MAE,0.160690477037842
mean,pima_diabetes,10,MAE,0.130838061670604
mean,pima_diabetes,10,MAE,0.159514486877406
mean,pima_diabetes,10,MAE,0.148860364909635
mean,pima_diabetes,10,MAE,0.123996329137428
mean,pima_diabetes,20,MAE,0.0975371147278821
mean,pima_diabetes,20,MAE,0.109852765377188
mean,pima_diabetes,20,MAE,0.104011609128733
