,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr2,sylva_prior,10,0.0799,0.0008
1,lpr2,sylva_prior,20,0.0799,0.0003
2,lpr2,sylva_prior,40,0.0837,0.0005
3,lpr2,sylva_prior,60,0.0935,0.0006
4,lpr2,fri_c4_1000_100,10,0.5479,0.3731
5,lpr2,fri_c4_1000_100,20,0.3676,0.1808
6,lpr2,fri_c4_1000_100,40,0.2908,0.1201
7,lpr2,fri_c4_1000_100,60,0.3183,0.0696
