,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,saei,sylva_prior,10,0.0728,0.0069
1,saei,sylva_prior,20,0.0675,0.0054
2,saei,sylva_prior,40,0.0627,0.0095
3,saei,sylva_prior,60,0.0595,0.0066
4,saei,fri_c4_1000_100,10,0.6572,0.3231
5,saei,fri_c4_1000_100,20,0.3855,0.2139
6,saei,fri_c4_1000_100,40,0.2957,0.0843
7,saei,fri_c4_1000_100,60,0.2296,0.0636
